species_id,species_name,types,attack_type,relation,net_steps,combat_multiplier
bronzor,Bronzor,"[""Steel"",""Psychic""]",Fairy,resistant,-1,0.5
bronzor,Bronzor,"[""Steel"",""Psychic""]",Fighting,neutral,0,1.0
bronzor,Bronzor,"[""Steel"",""Psychic""]",Fire,weak,1,1.5
bronzor,Bronzor,"[""Steel"",""Psychic""]",Flying,resistant,-1,0.5
bronzor,Bronzor,"[""Steel"",""Psychic""]",Ghost,weak,1,1.5
bronzor,Bronzor,"[""Steel"",""Psychic""]",Grass,resistant,-1,0.5
bronzor,Bronzor,"[""Steel"",""Psychic""]",Ground,weak,1,1.5
bronzor,Bronzor,"[""Steel"",""Psychic""]",Ice,resistant,-1,0.5
bronzor,Bronzor,"[""Steel"",""Psychic""]",Normal,resistant,-1,0.5
bronzor,Bronzor,"[""Steel"",""Psychic""]",Poison,immune,,0.0
bronzor,Bronzor,"[""Steel"",""Psychic""]",Psychic,resistant,-2,0.25
bronzor,Bronzor,"[""Steel"",""Psychic""]",Rock,resistant,-1,0.5
bronzor,Bronzor,"[""Steel"",""Psychic""]",Steel,resistant,-1,0.5
bronzor,Bronzor,"[""Steel"",""Psychic""]",Water,neutral,0,1.0
bruxish,Bruxish,"[""Water"",""Psychic""]",Bug,weak,1,1.5
bruxish,Bruxish,"[""Water"",""Psychic""]",Dark,weak,1,1.5
bruxish,Bruxish,"[""Water"",""Psychic""]",Dragon,neutral,0,1.0
bruxish,Bruxish,"[""Water"",""Psychic""]",Electric,weak,1,1.5
bruxish,Bruxish,"[""Water"",""Psychic""]",Fairy,neutral,0,1.0
bruxish,Bruxish,"[""Water"",""Psychic""]",Fighting,resistant,-1,0.5
bruxish,Bruxish,"[""Water"",""Psychic""]",Fire,resistant,-1,0.5
bruxish,Bruxish,"[""Water"",""Psychic""]",Flying,neutral,0,1.0
bruxish,Bruxish,"[""Water"",""Psychic""]",Ghost,weak,1,1.5
bruxish,Bruxish,"[""Water"",""Psychic""]",Grass,weak,1,1.5
bruxish,Bruxish,"[""Water"",""Psychic""]",Ground,neutral,0,1.0
bruxish,Bruxish,"[""Water"",""Psychic""]",Ice,resistant,-1,0.5
bruxish,Bruxish,"[""Water"",""Psychic""]",Normal,neutral,0,1.0
bruxish,Bruxish,"[""Water"",""Psychic""]",Poison,neutral,0,1.0
bruxish,Bruxish,"[""Water"",""Psychic""]",Psychic,resistant,-1,0.5
bruxish,Bruxish,"[""Water"",""Psychic""]",Rock,neutral,0,1.0
bruxish,Bruxish,"[""Water"",""Psychic""]",Steel,resistant,-1,0.5
bruxish,Bruxish,"[""Water"",""Psychic""]",Water,resistant,-1,0.5
budew,Budew,"[""Grass"",""Poison""]",Bug,neutral,0,1.0
budew,Budew,"[""Grass"",""Poison""]",Dark,neutral,0,1.0
budew,Budew,"[""Grass"",""Poison""]",Dragon,neutral,0,1.0
budew,Budew,"[""Grass"",""Poison""]",Electric,resistant,-1,0.5
budew,Budew,"[""Grass"",""Poison""]",Fairy,resistant,-1,0.5
budew,Budew,"[""Grass"",""Poison""]",Fighting,resistant,-1,0.5
budew,Budew,"[""Grass"",""Poison""]",Fire,weak,1,1.5
budew,Budew,"[""Grass"",""Poison""]",Flying,weak,1,1.5
budew,Budew,"[""Grass"",""Poison""]",Ghost,neutral,0,1.0
budew,Budew,"[""Grass"",""Poison""]",Grass,resistant,-2,0.25
budew,Budew,"[""Grass"",""Poison""]",Ground,neutral,0,1.0
budew,Budew,"[""Grass"",""Poison""]",Ice,weak,1,1.5
budew,Budew,"[""Grass"",""Poison""]",Normal,neutral,0,1.0
budew,Budew,"[""Grass"",""Poison""]",Poison,neutral,0,1.0
budew,Budew,"[""Grass"",""Poison""]",Psychic,weak,1,1.5
budew,Budew,"[""Grass"",""Poison""]",Rock,neutral,0,1.0
budew,Budew,"[""Grass"",""Poison""]",Steel,neutral,0,1.0
budew,Budew,"[""Grass"",""Poison""]",Water,resistant,-1,0.5
buizel,Buizel,"[""Water""]",Bug,neutral,0,1.0
buizel,Buizel,"[""Water""]",Dark,neutral,0,1.0
buizel,Buizel,"[""Water""]",Dragon,neutral,0,1.0
buizel,Buizel,"[""Water""]",Electric,weak,1,1.5
buizel,Buizel,"[""Water""]",Fairy,neutral,0,1.0
buizel,Buizel,"[""Water""]",Fighting,neutral,0,1.0
buizel,Buizel,"[""Water""]",Fire,resistant,-1,0.5
buizel,Buizel,"[""Water""]",Flying,neutral,0,1.0
buizel,Buizel,"[""Water""]",Ghost,neutral,0,1.0
buizel,Buizel,"[""Water""]",Grass,weak,1,1.5
buizel,Buizel,"[""Water""]",Ground,neutral,0,1.0
buizel,Buizel,"[""Water""]",Ice,resistant,-1,0.5
buizel,Buizel,"[""Water""]",Normal,neutral,0,1.0
buizel,Buizel,"[""Water""]",Poison,neutral,0,1.0
buizel,Buizel,"[""Water""]",Psychic,neutral,0,1.0
buizel,Buizel,"[""Water""]",Rock,neutral,0,1.0
buizel,Buizel,"[""Water""]",Steel,resistant,-1,0.5
buizel,Buizel,"[""Water""]",Water,resistant,-1,0.5
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Bug,neutral,0,1.0
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Dark,neutral,0,1.0
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Dragon,neutral,0,1.0
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Electric,resistant,-1,0.5
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Fairy,resistant,-1,0.5
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Fighting,resistant,-1,0.5
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Fire,weak,1,1.5
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Flying,weak,1,1.5
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Ghost,neutral,0,1.0
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Grass,resistant,-2,0.25
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Ground,neutral,0,1.0
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Ice,weak,1,1.5
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Normal,neutral,0,1.0
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Poison,neutral,0,1.0
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Psychic,weak,1,1.5
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Rock,neutral,0,1.0
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Steel,neutral,0,1.0
bulbasaur,Bulbasaur,"[""Grass"",""Poison""]",Water,resistant,-1,0.5
buneary,Buneary,"[""Normal""]",Bug,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Dark,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Dragon,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Electric,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Fairy,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Fighting,weak,1,1.5
buneary,Buneary,"[""Normal""]",Fire,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Flying,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Ghost,immune,,0.0
buneary,Buneary,"[""Normal""]",Grass,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Ground,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Ice,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Normal,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Poison,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Psychic,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Rock,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Steel,neutral,0,1.0
buneary,Buneary,"[""Normal""]",Water,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Bug,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Dark,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Dragon,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Electric,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Fairy,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Fighting,weak,1,1.5
bunnelby,Bunnelby,"[""Normal""]",Fire,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Flying,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Ghost,immune,,0.0
bunnelby,Bunnelby,"[""Normal""]",Grass,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Ground,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Ice,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Normal,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Poison,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Psychic,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Rock,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Steel,neutral,0,1.0
bunnelby,Bunnelby,"[""Normal""]",Water,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Bug,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Dark,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Dragon,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Electric,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Fairy,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Fighting,resistant,-1,0.5
burmy,Burmy,"[""Bug""]",Fire,weak,1,1.5
burmy,Burmy,"[""Bug""]",Flying,weak,1,1.5
burmy,Burmy,"[""Bug""]",Ghost,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Grass,resistant,-1,0.5
burmy,Burmy,"[""Bug""]",Ground,resistant,-1,0.5
burmy,Burmy,"[""Bug""]",Ice,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Normal,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Poison,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Psychic,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Rock,weak,1,1.5
burmy,Burmy,"[""Bug""]",Steel,neutral,0,1.0
burmy,Burmy,"[""Bug""]",Water,neutral,0,1.0
butterfree,Butterfree,"[""Bug"",""Flying""]",Bug,resistant,-1,0.5
butterfree,Butterfree,"[""Bug"",""Flying""]",Dark,neutral,0,1.0
butterfree,Butterfree,"[""Bug"",""Flying""]",Dragon,neutral,0,1.0
butterfree,Butterfree,"[""Bug"",""Flying""]",Electric,weak,1,1.5
butterfree,Butterfree,"[""Bug"",""Flying""]",Fairy,neutral,0,1.0
butterfree,Butterfree,"[""Bug"",""Flying""]",Fighting,resistant,-2,0.25
butterfree,Butterfree,"[""Bug"",""Flying""]",Fire,weak,1,1.5
butterfree,Butterfree,"[""Bug"",""Flying""]",Flying,weak,1,1.5
butterfree,Butterfree,"[""Bug"",""Flying""]",Ghost,neutral,0,1.0
butterfree,Butterfree,"[""Bug"",""Flying""]",Grass,resistant,-2,0.25
butterfree,Butterfree,"[""Bug"",""Flying""]",Ground,immune,,0.0
butterfree,Butterfree,"[""Bug"",""Flying""]",Ice,weak,1,1.5
butterfree,Butterfree,"[""Bug"",""Flying""]",Normal,neutral,0,1.0
butterfree,Butterfree,"[""Bug"",""Flying""]",Poison,neutral,0,1.0
butterfree,Butterfree,"[""Bug"",""Flying""]",Psychic,neutral,0,1.0
butterfree,Butterfree,"[""Bug"",""Flying""]",Rock,weak,2,2.0
butterfree,Butterfree,"[""Bug"",""Flying""]",Steel,neutral,0,1.0
butterfree,Butterfree,"[""Bug"",""Flying""]",Water,neutral,0,1.0
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Bug,resistant,-1,0.5
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Dark,resistant,-1,0.5
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Dragon,neutral,0,1.0
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Electric,neutral,0,1.0
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Fairy,weak,1,1.5
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Fighting,resistant,-1,0.5
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Fire,weak,1,1.5
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Flying,weak,2,2.0
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Ghost,neutral,0,1.0
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Grass,resistant,-1,0.5
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Ground,resistant,-1,0.5
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Ice,neutral,0,1.0
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Normal,neutral,0,1.0
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Poison,neutral,0,1.0
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Psychic,weak,1,1.5
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Rock,neutral,0,1.0
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Steel,neutral,0,1.0
buzzwole,Buzzwole,"[""Bug"",""Fighting""]",Water,neutral,0,1.0
cacnea,Cacnea,"[""Grass""]",Bug,weak,1,1.5
cacnea,Cacnea,"[""Grass""]",Dark,neutral,0,1.0
cacnea,Cacnea,"[""Grass""]",Dragon,neutral,0,1.0
cacnea,Cacnea,"[""Grass""]",Electric,resistant,-1,0.5
cacnea,Cacnea,"[""Grass""]",Fairy,neutral,0,1.0
cacnea,Cacnea,"[""Grass""]",Fighting,neutral,0,1.0
cacnea,Cacnea,"[""Grass""]",Fire,weak,1,1.5
cacnea,Cacnea,"[""Grass""]",Flying,weak,1,1.5
cacnea,Cacnea,"[""Grass""]",Ghost,neutral,0,1.0
cacnea,Cacnea,"[""Grass""]",Grass,resistant,-1,0.5
cacnea,Cacnea,"[""Grass""]",Ground,resistant,-1,0.5
cacnea,Cacnea,"[""Grass""]",Ice,weak,1,1.5
cacnea,Cacnea,"[""Grass""]",Normal,neutral,0,1.0
cacnea,Cacnea,"[""Grass""]",Poison,weak,1,1.5
cacnea,Cacnea,"[""Grass""]",Psychic,neutral,0,1.0
cacnea,Cacnea,"[""Grass""]",Rock,neutral,0,1.0
cacnea,Cacnea,"[""Grass""]",Steel,neutral,0,1.0
cacnea,Cacnea,"[""Grass""]",Water,resistant,-1,0.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Bug,weak,2,2.0
cacturne,Cacturne,"[""Grass"",""Dark""]",Dark,resistant,-1,0.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Dragon,neutral,0,1.0
cacturne,Cacturne,"[""Grass"",""Dark""]",Electric,resistant,-1,0.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Fairy,weak,1,1.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Fighting,weak,1,1.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Fire,weak,1,1.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Flying,weak,1,1.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Ghost,resistant,-1,0.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Grass,resistant,-1,0.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Ground,resistant,-1,0.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Ice,weak,1,1.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Normal,neutral,0,1.0
cacturne,Cacturne,"[""Grass"",""Dark""]",Poison,weak,1,1.5
cacturne,Cacturne,"[""Grass"",""Dark""]",Psychic,immune,,0.0
cacturne,Cacturne,"[""Grass"",""Dark""]",Rock,neutral,0,1.0
cacturne,Cacturne,"[""Grass"",""Dark""]",Steel,neutral,0,1.0
cacturne,Cacturne,"[""Grass"",""Dark""]",Water,resistant,-1,0.5
camerupt,Camerupt,"[""Fire"",""Ground""]",Bug,resistant,-1,0.5
camerupt,Camerupt,"[""Fire"",""Ground""]",Dark,neutral,0,1.0
camerupt,Camerupt,"[""Fire"",""Ground""]",Dragon,neutral,0,1.0
camerupt,Camerupt,"[""Fire"",""Ground""]",Electric,immune,,0.0
camerupt,Camerupt,"[""Fire"",""Ground""]",Fairy,resistant,-1,0.5
camerupt,Camerupt,"[""Fire"",""Ground""]",Fighting,neutral,0,1.0
camerupt,Camerupt,"[""Fire"",""Ground""]",Fire,resistant,-1,0.5
camerupt,Camerupt,"[""Fire"",""Ground""]",Flying,neutral,0,1.0
camerupt,Camerupt,"[""Fire"",""Ground""]",Ghost,neutral,0,1.0
camerupt,Camerupt,"[""Fire"",""Ground""]",Grass,neutral,0,1.0
camerupt,Camerupt,"[""Fire"",""Ground""]",Ground,weak,1,1.5
camerupt,Camerupt,"[""Fire"",""Ground""]",Ice,neutral,0,1.0
camerupt,Camerupt,"[""Fire"",""Ground""]",Normal,neutral,0,1.0
camerupt,Camerupt,"[""Fire"",""Ground""]",Poison,resistant,-1,0.5
camerupt,Camerupt,"[""Fire"",""Ground""]",Psychic,neutral,0,1.0
camerupt,Camerupt,"[""Fire"",""Ground""]",Rock,neutral,0,1.0
camerupt,Camerupt,"[""Fire"",""Ground""]",Steel,resistant,-1,0.5
camerupt,Camerupt,"[""Fire"",""Ground""]",Water,weak,2,2.0
carbink,Carbink,"[""Rock"",""Fairy""]",Bug,resistant,-1,0.5
carbink,Carbink,"[""Rock"",""Fairy""]",Dark,resistant,-1,0.5
carbink,Carbink,"[""Rock"",""Fairy""]",Dragon,immune,,0.0
carbink,Carbink,"[""Rock"",""Fairy""]",Electric,neutral,0,1.0
carbink,Carbink,"[""Rock"",""Fairy""]",Fairy,neutral,0,1.0
carbink,Carbink,"[""Rock"",""Fairy""]",Fighting,neutral,0,1.0
carbink,Carbink,"[""Rock"",""Fairy""]",Fire,resistant,-1,0.5
carbink,Carbink,"[""Rock"",""Fairy""]",Flying,resistant,-1,0.5
carbink,Carbink,"[""Rock"",""Fairy""]",Ghost,neutral,0,1.0
carbink,Carbink,"[""Rock"",""Fairy""]",Grass,weak,1,1.5
carbink,Carbink,"[""Rock"",""Fairy""]",Ground,weak,1,1.5
carbink,Carbink,"[""Rock"",""Fairy""]",Ice,neutral,0,1.0
carbink,Carbink,"[""Rock"",""Fairy""]",Normal,resistant,-1,0.5
carbink,Carbink,"[""Rock"",""Fairy""]",Poison,neutral,0,1.0
carbink,Carbink,"[""Rock"",""Fairy""]",Psychic,neutral,0,1.0
carbink,Carbink,"[""Rock"",""Fairy""]",Rock,neutral,0,1.0
carbink,Carbink,"[""Rock"",""Fairy""]",Steel,weak,2,2.0
carbink,Carbink,"[""Rock"",""Fairy""]",Water,weak,1,1.5
carkol,Carkol,"[""Rock"",""Fire""]",Bug,resistant,-1,0.5
carkol,Carkol,"[""Rock"",""Fire""]",Dark,neutral,0,1.0
carkol,Carkol,"[""Rock"",""Fire""]",Dragon,neutral,0,1.0
carkol,Carkol,"[""Rock"",""Fire""]",Electric,neutral,0,1.0
carkol,Carkol,"[""Rock"",""Fire""]",Fairy,resistant,-1,0.5
carkol,Carkol,"[""Rock"",""Fire""]",Fighting,weak,1,1.5
carkol,Carkol,"[""Rock"",""Fire""]",Fire,resistant,-2,0.25
carkol,Carkol,"[""Rock"",""Fire""]",Flying,resistant,-1,0.5
carkol,Carkol,"[""Rock"",""Fire""]",Ghost,neutral,0,1.0
carkol,Carkol,"[""Rock"",""Fire""]",Grass,neutral,0,1.0
carkol,Carkol,"[""Rock"",""Fire""]",Ground,weak,2,2.0
carkol,Carkol,"[""Rock"",""Fire""]",Ice,resistant,-1,0.5
carkol,Carkol,"[""Rock"",""Fire""]",Normal,resistant,-1,0.5
carkol,Carkol,"[""Rock"",""Fire""]",Poison,resistant,-1,0.5
carkol,Carkol,"[""Rock"",""Fire""]",Psychic,neutral,0,1.0
carkol,Carkol,"[""Rock"",""Fire""]",Rock,weak,1,1.5
carkol,Carkol,"[""Rock"",""Fire""]",Steel,neutral,0,1.0
carkol,Carkol,"[""Rock"",""Fire""]",Water,weak,2,2.0
carnivine,Carnivine,"[""Grass""]",Bug,weak,1,1.5
carnivine,Carnivine,"[""Grass""]",Dark,neutral,0,1.0
carnivine,Carnivine,"[""Grass""]",Dragon,neutral,0,1.0
carnivine,Carnivine,"[""Grass""]",Electric,resistant,-1,0.5
carnivine,Carnivine,"[""Grass""]",Fairy,neutral,0,1.0
carnivine,Carnivine,"[""Grass""]",Fighting,neutral,0,1.0
carnivine,Carnivine,"[""Grass""]",Fire,weak,1,1.5
carnivine,Carnivine,"[""Grass""]",Flying,weak,1,1.5
carnivine,Carnivine,"[""Grass""]",Ghost,neutral,0,1.0
carnivine,Carnivine,"[""Grass""]",Grass,resistant,-1,0.5
carnivine,Carnivine,"[""Grass""]",Ground,resistant,-1,0.5
carnivine,Carnivine,"[""Grass""]",Ice,weak,1,1.5
carnivine,Carnivine,"[""Grass""]",Normal,neutral,0,1.0
carnivine,Carnivine,"[""Grass""]",Poison,weak,1,1.5
carnivine,Carnivine,"[""Grass""]",Psychic,neutral,0,1.0
carnivine,Carnivine,"[""Grass""]",Rock,neutral,0,1.0
carnivine,Carnivine,"[""Grass""]",Steel,neutral,0,1.0
carnivine,Carnivine,"[""Grass""]",Water,resistant,-1,0.5
carracosta,Carracosta,"[""Rock"",""Water""]",Bug,neutral,0,1.0
carracosta,Carracosta,"[""Rock"",""Water""]",Dark,neutral,0,1.0
carracosta,Carracosta,"[""Rock"",""Water""]",Dragon,neutral,0,1.0
carracosta,Carracosta,"[""Rock"",""Water""]",Electric,weak,1,1.5
carracosta,Carracosta,"[""Rock"",""Water""]",Fairy,neutral,0,1.0
carracosta,Carracosta,"[""Rock"",""Water""]",Fighting,weak,1,1.5
carracosta,Carracosta,"[""Rock"",""Water""]",Fire,resistant,-2,0.25
carracosta,Carracosta,"[""Rock"",""Water""]",Flying,resistant,-1,0.5
carracosta,Carracosta,"[""Rock"",""Water""]",Ghost,neutral,0,1.0
carracosta,Carracosta,"[""Rock"",""Water""]",Grass,weak,2,2.0
carracosta,Carracosta,"[""Rock"",""Water""]",Ground,weak,1,1.5
carracosta,Carracosta,"[""Rock"",""Water""]",Ice,resistant,-1,0.5
carracosta,Carracosta,"[""Rock"",""Water""]",Normal,resistant,-1,0.5
carracosta,Carracosta,"[""Rock"",""Water""]",Poison,resistant,-1,0.5
carracosta,Carracosta,"[""Rock"",""Water""]",Psychic,neutral,0,1.0
carracosta,Carracosta,"[""Rock"",""Water""]",Rock,neutral,0,1.0
carracosta,Carracosta,"[""Rock"",""Water""]",Steel,neutral,0,1.0
carracosta,Carracosta,"[""Rock"",""Water""]",Water,neutral,0,1.0
carvanha,Carvanha,"[""Water"",""Dark""]",Bug,weak,1,1.5
carvanha,Carvanha,"[""Water"",""Dark""]",Dark,resistant,-1,0.5
carvanha,Carvanha,"[""Water"",""Dark""]",Dragon,neutral,0,1.0
carvanha,Carvanha,"[""Water"",""Dark""]",Electric,weak,1,1.5
carvanha,Carvanha,"[""Water"",""Dark""]",Fairy,weak,1,1.5
carvanha,Carvanha,"[""Water"",""Dark""]",Fighting,weak,1,1.5
carvanha,Carvanha,"[""Water"",""Dark""]",Fire,resistant,-1,0.5
carvanha,Carvanha,"[""Water"",""Dark""]",Flying,neutral,0,1.0
carvanha,Carvanha,"[""Water"",""Dark""]",Ghost,resistant,-1,0.5
carvanha,Carvanha,"[""Water"",""Dark""]",Grass,weak,1,1.5
carvanha,Carvanha,"[""Water"",""Dark""]",Ground,neutral,0,1.0
carvanha,Carvanha,"[""Water"",""Dark""]",Ice,resistant,-1,0.5
carvanha,Carvanha,"[""Water"",""Dark""]",Normal,neutral,0,1.0
carvanha,Carvanha,"[""Water"",""Dark""]",Poison,neutral,0,1.0
carvanha,Carvanha,"[""Water"",""Dark""]",Psychic,immune,,0.0
carvanha,Carvanha,"[""Water"",""Dark""]",Rock,neutral,0,1.0
carvanha,Carvanha,"[""Water"",""Dark""]",Steel,resistant,-1,0.5
carvanha,Carvanha,"[""Water"",""Dark""]",Water,resistant,-1,0.5
cascoon,Cascoon,"[""Bug""]",Bug,neutral,0,1.0
cascoon,Cascoon,"[""Bug""]",Dark,neutral,0,1.0
cascoon,Cascoon,"[""Bug""]",Dragon,neutral,0,1.0
cascoon,Cascoon,"[""Bug""]",Electric,neutral,0,1.0
cascoon,Cascoon,"[""Bug""]",Fairy,neutral,0,1.0
cascoon,Cascoon,"[""Bug""]",Fighting,resistant,-1,0.5
cascoon,Cascoon,"[""Bug""]",Fire,weak,1,1.5
cascoon,Cascoon,"[""Bug""]",Flying,weak,1,1.5
cascoon,Cascoon,"[""Bug""]",Ghost,neutral,0,1.0
cascoon,Cascoon,"[""Bug""]",Grass,resistant,-1,0.5
cascoon,Cascoon,"[""Bug""]",Ground,resistant,-1,0.5
cascoon,Cascoon,"[""Bug""]",Ice,neutral,0,1.0
cascoon,Cascoon,"[""Bug""]",Normal,neutral,0,1.0
cascoon,Cascoon,"[""Bug""]",Poison,neutral,0,1.0
cascoon,Cascoon,"[""Bug""]",Psychic,neutral,0,1.0
cascoon,Cascoon,"[""Bug""]",Rock,weak,1,1.5
cascoon,Cascoon,"[""Bug""]",Steel,neutral,0,1.0
cascoon,Cascoon,"[""Bug""]",Water,neutral,0,1.0
castform,Castform,"[""Normal""]",Bug,neutral,0,1.0
castform,Castform,"[""Normal""]",Dark,neutral,0,1.0
castform,Castform,"[""Normal""]",Dragon,neutral,0,1.0
castform,Castform,"[""Normal""]",Electric,neutral,0,1.0
castform,Castform,"[""Normal""]",Fairy,neutral,0,1.0
castform,Castform,"[""Normal""]",Fighting,weak,1,1.5
castform,Castform,"[""Normal""]",Fire,neutral,0,1.0
castform,Castform,"[""Normal""]",Flying,neutral,0,1.0
castform,Castform,"[""Normal""]",Ghost,immune,,0.0
castform,Castform,"[""Normal""]",Grass,neutral,0,1.0
castform,Castform,"[""Normal""]",Ground,neutral,0,1.0
castform,Castform,"[""Normal""]",Ice,neutral,0,1.0
castform,Castform,"[""Normal""]",Normal,neutral,0,1.0
castform,Castform,"[""Normal""]",Poison,neutral,0,1.0
castform,Castform,"[""Normal""]",Psychic,neutral,0,1.0
castform,Castform,"[""Normal""]",Rock,neutral,0,1.0
castform,Castform,"[""Normal""]",Steel,neutral,0,1.0
castform,Castform,"[""Normal""]",Water,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Bug,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Dark,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Dragon,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Electric,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Fairy,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Fighting,resistant,-1,0.5
caterpie,Caterpie,"[""Bug""]",Fire,weak,1,1.5
caterpie,Caterpie,"[""Bug""]",Flying,weak,1,1.5
caterpie,Caterpie,"[""Bug""]",Ghost,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Grass,resistant,-1,0.5
caterpie,Caterpie,"[""Bug""]",Ground,resistant,-1,0.5
caterpie,Caterpie,"[""Bug""]",Ice,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Normal,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Poison,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Psychic,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Rock,weak,1,1.5
caterpie,Caterpie,"[""Bug""]",Steel,neutral,0,1.0
caterpie,Caterpie,"[""Bug""]",Water,neutral,0,1.0
celebi,Celebi,"[""Psychic"",""Grass""]",Bug,weak,2,2.0
celebi,Celebi,"[""Psychic"",""Grass""]",Dark,weak,1,1.5
