definition_kind,definition_id,definition_name,prerequisite_status,effect_coverage,automation_level,needs_review,source_id,source_page
feature,rule-of-cool,Rule of Cool,manual,none,metadata_only,True,core,116
feature,smart-scheme,Smart Scheme,partial,manual,hybrid,False,core,117
feature,style-entrainment,Style Entrainment,full,manual,manual_text,False,core,115
feature,style-expert,Style Expert,manual,manual,manual_text,False,core,115
feature,style-flourish,Style Flourish,full,none,metadata_only,True,core,115
feature,tough-tumble,Tough Tumble,partial,manual,hybrid,False,core,117
feature,adaptive-geography,Adaptive Geography,full,manual,manual_text,False,core,150
feature,natural-fighter,Natural Fighter,manual,manual,manual_text,False,core,149
feature,survivalist,Survivalist,full,manual,manual_text,False,core,149
feature,terrain-talent,Terrain Talent,manual,manual,manual_text,False,core,150
feature,trapper,Trapper,partial,manual,hybrid,False,core,149
feature,wilderness-guide,Wilderness Guide,partial,manual,hybrid,False,core,150
feature,deadly-gambit,Deadly Gambit,full,manual,manual_text,False,core,106
feature,desperate-strike,Desperate Strike,full,manual,manual_text,False,core,106
feature,pain-resistance,Pain Resistance,full,manual,manual_text,False,core,105
feature,press-on,Press On!,full,manual,manual_text,False,core,105
feature,quick-healing,Quick Healing,full,manual,manual_text,False,core,105
feature,savage-strike,Savage Strike,full,manual,manual_text,False,core,105
feature,strike-of-the-whip,Strike of the Whip,full,manual,manual_text,False,core,105
feature,taskmaster,Taskmaster,full,manual,manual_text,False,core,105
feature,pk-alpha,PK Alpha,full,full,machine_ready,False,core,191
feature,pk-combat,PK Combat,full,manual,manual_text,False,core,191
feature,pk-omega,PK Omega,full,full,machine_ready,False,core,191
feature,power-of-the-mind,Power of the Mind,full,manual,manual_text,False,core,191
feature,telekinetic,Telekinetic,full,full,machine_ready,False,core,191
feature,telekinetic-burst,Telekinetic Burst,partial,manual,hybrid,False,core,191
feature,honed-mind,Honed Mind,full,full,machine_ready,False,core,193
feature,mental-assault,Mental Assault,full,full,machine_ready,False,core,193
feature,suggestion,Suggestion,full,manual,manual_text,False,core,193
feature,telepath,Telepath,full,full,machine_ready,False,core,193
feature,telepathic-awareness,Telepathic Awareness,full,manual,manual_text,False,core,193
feature,telepathic-warning,Telepathic Warning,partial,manual,hybrid,False,core,193
feature,thought-detection,Thought Detection,full,manual,manual_text,False,core,193
feature,bag-of-tricks,Bag of Tricks,full,manual,manual_text,False,core,108
feature,encore-performance,Encore Performance,full,none,metadata_only,True,core,108
feature,flourish,Flourish,full,manual,manual_text,False,core,108
feature,sleight,Sleight,full,manual,manual_text,False,core,108
feature,stacked-deck,Stacked Deck,full,manual,manual_text,False,core,108
feature,trickster,Trickster,full,manual,manual_text,False,core,108
feature,aerialist,Aerialist,full,full,machine_ready,False,core,173
feature,burst-of-speed,Burst of Speed,full,manual,manual_text,False,core,173
feature,death-from-above,Death From Above,full,full,machine_ready,False,core,173
feature,flip-out,Flip Out,full,manual,manual_text,False,core,173
feature,quick-gymnastics,Quick Gymnastics,full,manual,manual_text,False,core,173
feature,quick-reflexes,Quick Reflexes,full,full,machine_ready,False,core,173
feature,tumbler,Tumbler,full,full,machine_ready,False,core,173
feature,aqua-vortex,Aqua Vortex,partial,manual,hybrid,False,core,128
feature,arcane-favor,Arcane Favor,partial,manual,hybrid,False,core,122
feature,arctic-zeal,Arctic Zeal,partial,manual,hybrid,False,core,125
feature,assault-armor,Assault Armor,partial,manual,hybrid,False,core,128
feature,bigger-and-boulder,Bigger and Boulder,partial,manual,hybrid,False,core,127
feature,black-out-strike,Black-Out Strike,partial,manual,hybrid,False,core,120
feature,boo,Boo!,partial,manual,hybrid,False,core,124
feature,brawler,Brawler,partial,manual,hybrid,False,core,122
feature,brightest-flame,Brightest Flame,full,manual,manual_text,False,core,123
feature,celerity,Celerity,full,manual,manual_text,False,core,123
feature,chain-lightning,Chain Lightning,partial,manual,hybrid,False,core,121
feature,chitin-shield,Chitin Shield,partial,manual,hybrid,False,core,120
feature,clever-ruse,Clever Ruse,full,manual,manual_text,False,core,120
feature,close-quarters-mastery,Close Quarters Mastery,full,manual,manual_text,False,core,122
feature,corrosive-blight,Corrosive Blight,partial,manual,hybrid,False,core,126
feature,cross-pollinate,Cross-Pollinate,partial,manual,hybrid,False,core,124
feature,debilitate,Debilitate,partial,manual,hybrid,False,core,126
feature,deep-cold,Deep Cold,partial,partial,hybrid,False,core,125
feature,desert-heart,Desert Heart,partial,manual,hybrid,False,core,125
feature,devious,Devious,partial,manual,hybrid,False,core,120
feature,disruption-order,Disruption Order,partial,full,hybrid,False,core,120
feature,earthroil,Earthroil,partial,manual,hybrid,False,core,125
feature,enduring-bloom,Enduring Bloom,partial,manual,hybrid,False,core,124
feature,extra-ordinary,Extra Ordinary,full,partial,hybrid,False,core,126
feature,face-me-whelp,Face Me Whelp,manual,manual,manual_text,False,core,122
feature,fairy-lights,Fairy Lights,full,manual,manual_text,False,core,122
feature,fairy-rite,Fairy Rite,partial,manual,hybrid,False,core,122
feature,fan-the-flames,Fan The Flames,partial,manual,hybrid,False,core,123
feature,fey-trance,Fey Trance,partial,manual,hybrid,False,core,122
feature,fishbowl-technique,Fishbowl Technique,partial,manual,hybrid,False,core,128
feature,flood,Flood!,full,manual,manual_text,False,core,128
feature,foiling-foliage,Foiling Foliage,full,manual,manual_text,False,core,124
feature,force-of-will,Force of Will,partial,manual,hybrid,False,core,127
feature,fountain-of-life,Fountain of Life,partial,manual,hybrid,False,core,128
feature,gale-strike,Gale Strike,partial,manual,hybrid,False,core,123
feature,ghost-step,Ghost Step,full,manual,manual_text,False,core,124
feature,glacial-ice,Glacial Ice,full,manual,manual_text,False,core,125
feature,gneiss-aim,Gneiss Aim,partial,manual,hybrid,False,core,127
feature,gravel-before-me,Gravel Before Me,full,manual,manual_text,False,core,127
feature,haunting-curse,Haunting Curse,partial,manual,hybrid,False,core,124
feature,highlander,Highlander,partial,manual,hybrid,False,core,121
feature,incandescence,Incandescence,partial,manual,hybrid,False,core,123
feature,insectoid-utility,Insectoid Utility,full,manual,manual_text,False,core,120
feature,iron-grit,Iron Grit,partial,manual,hybrid,False,core,128
feature,iterative-evolution,Iterative Evolution,partial,manual,hybrid,False,core,120
feature,lockdown,Lockdown,full,manual,manual_text,False,core,121
feature,miasma,Miasma,partial,manual,hybrid,False,core,126
feature,mindbreak,Mindbreak,partial,manual,hybrid,False,core,127
feature,mold-the-earth,Mold the Earth,full,manual,manual_text,False,core,125
feature,move-sync,Move Sync,full,manual,manual_text,False,core,119
feature,new-normal,New Normal,partial,manual,hybrid,False,core,126
feature,overload,Overload,partial,manual,hybrid,False,core,121
feature,plainly-perfect,Plainly Perfect,partial,manual,hybrid,False,core,126
feature,polar-vortex,Polar Vortex,partial,manual,hybrid,False,core,125
feature,polished-shine,Polished Shine,full,manual,manual_text,False,core,128
feature,potent-venom,Potent Venom,full,manual,manual_text,False,core,126
feature,psionic-sponge,Psionic Sponge,full,manual,manual_text,False,core,127
feature,psychic-resonance,Psychic Resonance,partial,manual,hybrid,False,core,127
feature,shocking-speed,Shocking Speed,partial,manual,hybrid,False,core,121
feature,simple-improvements,Simple Improvements,partial,manual,hybrid,False,core,126
feature,smashing-punishment,Smashing Punishment,partial,manual,hybrid,False,core,122
feature,sneak-attack,Sneak Attack,partial,full,hybrid,False,core,120
feature,sunlight-within,Sunlight Within,partial,manual,hybrid,False,core,124
feature,this-will-not-stand,This Will Not Stand,partial,manual,hybrid,False,core,121
feature,tornado-charge,Tornado Charge,partial,manual,hybrid,False,core,123
feature,tough-as-schist,Tough as Schist,partial,manual,hybrid,False,core,127
feature,trail-blazer,Trail Blazer,partial,partial,hybrid,False,core,123
feature,true-steel,True Steel,partial,manual,hybrid,False,core,128
feature,type-ace,Type Ace,partial,manual,hybrid,False,core,119
feature,type-refresh,Type Refresh,full,manual,manual_text,False,core,119
feature,tyrants-roar,Tyrant's Roar,full,manual,manual_text,False,core,121
feature,unconquerable,Unconquerable,partial,manual,hybrid,False,core,121
feature,upheaval,Upheaval,partial,manual,hybrid,False,core,125
feature,vampirism,Vampirism,partial,manual,hybrid,False,core,124
feature,zephyr-shield,Zephyr Shield,partial,manual,hybrid,False,core,123
feature,farcast,Farcast,full,none,metadata_only,True,core,195
feature,reality-bender,Reality Bender,full,manual,manual_text,False,core,195
feature,space-distortion,Space Distortion,full,full,machine_ready,False,core,195
feature,strange-energy,Strange Energy,full,full,machine_ready,False,core,195
feature,warped-transmission,Warped Transmission,full,manual,manual_text,False,core,195
feature,warper,Warper,full,full,machine_ready,False,core,195
feature,warping-ground,Warping Ground,full,full,machine_ready,False,core,195
feature,accessorize,Accessorize,partial,manual,hybrid,False,edit,16
feature,action-hero-stunt,Action Hero Stunt,manual,manual,manual_text,False,edit,36
feature,adaptive-geography,Adaptive Geography,full,manual,manual_text,False,edit,31
feature,adrenaline-rush,Adrenaline Rush,partial,manual,hybrid,False,edit,27
feature,aiming-down-the-sights,Aiming Down The Sights,manual,manual,manual_text,False,edit,46
feature,alarm-runes,Alarm Runes,full,manual,manual_text,False,edit,48
feature,ancient-heritage,Ancient Heritage,full,manual,manual_text,False,edit,12
feature,apparition,Apparition,full,manual,manual_text,False,edit,52
feature,arcane-favor,Arcane Favor,partial,manual,hybrid,False,edit,24
feature,arcane-weapon-focus,Arcane Weapon Focus,full,manual,manual_text,False,edit,58
feature,arcanist,Arcanist,full,manual,manual_text,False,edit,49
feature,archival-training,Archival Training,none,manual,manual_text,False,edit,15
feature,archive-tutor,Archive Tutor,partial,manual,hybrid,False,edit,15
feature,at-will-extended-action,At-Will - Extended Action,none,manual,manual_text,False,edit,9
feature,athlete,Athlete,partial,manual,hybrid,False,edit,26
feature,athletic-moves,Athletic Moves,partial,manual,hybrid,False,edit,27
feature,authentic-thaumaturgy,Authentic Thaumaturgy,partial,manual,hybrid,False,edit,49
feature,awareness,Awareness,manual,manual,manual_text,False,edit,9
feature,bare-necessities,Bare Necessities,partial,manual,hybrid,False,edit,58
feature,basic-fashion,Basic Fashion,manual,manual,manual_text,False,edit,18
feature,basic-runes,Basic Runes,full,manual,manual_text,False,edit,58
feature,battle-conductor,Battle Conductor,partial,manual,hybrid,False,edit,33
feature,beauty-expert,Beauty Expert,partial,manual,hybrid,False,edit,35
feature,bounce-shot,Bounce Shot,full,manual,manual_text,False,edit,23
feature,brawler,Brawler,partial,manual,hybrid,False,edit,25
feature,bring-it-on,Bring It On!,partial,manual,hybrid,False,edit,7
feature,calculated-assault,Calculated Assault,manual,none,metadata_only,True,edit,37
feature,cavaliers-reprisal,Cavalier's Reprisal,partial,manual,hybrid,False,edit,22
feature,cheerleader,Cheerleader,full,manual,manual_text,False,edit,7
feature,cheers,Cheers,manual,manual,manual_text,False,edit,7
feature,chronicler,Chronicler,full,manual,manual_text,False,edit,14
feature,cinematic-analysis,Cinematic Analysis,full,manual,manual_text,False,edit,15
feature,clear-shot,Clear Shot,partial,manual,hybrid,False,edit,46
feature,coaching,Coaching,full,manual,manual_text,False,edit,27
feature,combat-medic,Combat Medic,full,manual,manual_text,False,edit,59
feature,commander,Commander,full,manual,manual_text,False,edit,33
feature,complex-orders,Complex Orders,partial,manual,hybrid,False,edit,33
feature,cool-expert,Cool Expert,partial,manual,hybrid,False,edit,35
feature,coordinator,Coordinator,partial,manual,hybrid,False,edit,19
feature,corrupt-blood,Corrupt Blood,full,manual,hybrid,False,edit,1
feature,crippling-shot,Crippling Shot,partial,manual,hybrid,False,edit,47
feature,cruel-gaze,Cruel Gaze,partial,full,hybrid,False,edit,29
feature,crystal-resonance,Crystal Resonance,partial,manual,hybrid,False,edit,11
feature,cute-expert,Cute Expert,partial,manual,hybrid,False,edit,36
feature,dark-soul,Dark Soul,partial,manual,hybrid,False,edit,52
feature,dashing-makeover,Dashing Makeover,manual,manual,manual_text,False,edit,16
feature,dead-eye-shot,Dead-Eye Shot,partial,manual,hybrid,False,edit,47
feature,decisive-director,Decisive Director,manual,manual,manual_text,False,edit,19
feature,design-time,Design Time,full,partial,hybrid,False,edit,17
feature,divination,Divination,manual,manual,manual_text,False,edit,41
feature,divine-wind,Divine Wind,partial,manual,hybrid,False,edit,39
feature,double-shot,Double Shot,partial,manual,hybrid,False,edit,46
feature,dragon-ace,Dragon Ace,full,manual,manual_text,False,edit,9
feature,dress-to-impress,Dress to Impress,partial,manual,hybrid,False,edit,17
feature,earth-mothers-blessing,Earth Mother's Blessing,partial,manual,hybrid,False,edit,43
feature,earth-shaker,Earth Shaker,full,partial,hybrid,False,edit,42
feature,earthshifter,Earthshifter,manual,manual,manual_text,False,edit,43
feature,emergency-release,Emergency Release,full,manual,manual_text,False,edit,23
feature,endurance,Endurance,manual,manual,manual_text,False,edit,38
feature,enduring-soul,Enduring Soul,full,manual,manual_text,False,edit,8
feature,enticing-beauty,Enticing Beauty,manual,full,hybrid,False,edit,35
feature,expanded-repertoire,Expanded Repertoire,full,manual,manual_text,False,edit,58
feature,explosive-runes,Explosive Runes,full,manual,manual_text,False,edit,48
feature,fabulous-max,Fabulous Max,manual,none,metadata_only,True,edit,35
feature,face-me-whelp,"Face Me, Whelp",partial,manual,hybrid,False,edit,25
feature,fairy-ace,Fairy Ace,full,manual,manual_text,False,edit,24
feature,fairy-rite,Fairy Rite,partial,manual,hybrid,False,edit,24
feature,fashionista,Fashionista,partial,manual,hybrid,False,edit,16
feature,fast-hands,Fast Hands,full,manual,manual_text,False,edit,59
feature,fearsome-display,Fearsome Display,manual,manual,manual_text,False,edit,28
feature,fey-trance,Fey Trance,partial,manual,hybrid,False,edit,24
feature,fighting-ace,Fighting Ace,full,manual,manual_text,False,edit,25
feature,fistful-of-force,Fistful of Force,partial,manual,hybrid,False,edit,12
feature,focused-fashion,Focused Fashion,manual,manual,manual_text,False,edit,18
feature,force-of-will,Force of Will,partial,manual,hybrid,False,edit,26
feature,genjutsu,Genjutsu,partial,manual,hybrid,False,edit,40
feature,gleeful-steps,Gleeful Steps,manual,none,metadata_only,True,edit,36
feature,glyph,Glyph,partial,manual,hybrid,False,edit,47
feature,go-fight-win,"Go, Fight, Win!",partial,manual,hybrid,False,edit,8
feature,grace,Grace,partial,manual,hybrid,False,edit,58
feature,ground-out,Ground Out,partial,partial,hybrid,False,edit,43
feature,haunted-wounds,Haunted Wounds,full,manual,manual_text,False,edit,53
feature,hawkeye,Hawkeye,full,manual,manual_text,False,edit,58
feature,heart-of-darkness,Heart of Darkness,full,full,machine_ready,False,edit,52
feature,highlander,Highlander,partial,manual,hybrid,False,edit,10
feature,highly-responsive-to-prayers,Highly Responsive to Prayers,full,manual,manual_text,False,edit,39
feature,i-can-use-this,I Can Use This,full,manual,manual_text,False,edit,59
feature,immutable-mind,Immutable Mind,partial,manual,hybrid,False,edit,11
feature,innovation,Innovation,manual,manual,manual_text,False,edit,19
feature,inspirational-support,Inspirational Support,partial,manual,hybrid,False,edit,7
feature,item-rainbow-gem,Item: Rainbow Gem,partial,manual,hybrid,False,edit,12
feature,keep-fighting,Keep Fighting!,full,manual,manual_text,False,edit,8
feature,kinjutsu,Kinjutsu,full,full,machine_ready,False,edit,41
feature,leadership,Leadership,partial,partial,hybrid,False,edit,33
feature,lean-in,Lean In,manual,manual,manual_text,False,edit,22
feature,learn-from-your-mistakes,Learn From Your Mistakes,manual,manual,manual_text,False,edit,37
feature,lets-be-friends,Let's Be Friends!,manual,manual,manual_text,False,edit,37
feature,ley-lines,Ley Lines,full,manual,manual_text,False,edit,49
feature,living-shadow,Living Shadow,manual,manual,manual_text,False,edit,51
feature,macho-charge,Macho Charge,manual,none,metadata_only,True,edit,38
feature,malice,Malice,partial,full,hybrid,False,edit,28
feature,mark-of-vision,Mark of Vision,partial,manual,hybrid,False,edit,42
feature,marksman,Marksman,full,full,machine_ready,False,edit,46
feature,menace,Menace,manual,manual,hybrid,False,edit,28
feature,mental-resistance,Mental Resistance,full,manual,manual_text,False,edit,11
feature,metamagic,Metamagic,partial,manual,hybrid,False,edit,49
feature,mettle,Mettle,manual,manual,manual_text,False,edit,28
feature,mindbreak,Mindbreak,partial,manual,hybrid,False,edit,26
feature,mixed-power,Mixed Power,full,full,machine_ready,False,edit,60
feature,mobilize,Mobilize,manual,manual,manual_text,False,edit,33
feature,moment-of-action,Moment of Action,manual,manual,manual_text,False,edit,7
feature,mountain-of-faith,Mountain Of Faith,partial,manual,hybrid,False,edit,39
feature,mystic-defense,Mystic Defense,manual,full,hybrid,False,edit,39
feature,natural-fighter,Natural Fighter,manual,manual,manual_text,False,edit,29
feature,natural-selection,Natural Selection,full,partial,hybrid,False,edit,60
feature,ninja,Ninja,full,full,machine_ready,False,edit,40
feature,ninjas-arsenal,Ninja's Arsenal,manual,manual,manual_text,False,edit,40
feature,not-yet,Not Yet!,partial,manual,hybrid,False,edit,9
feature,nuanced-performance,Nuanced Performance,partial,manual,hybrid,False,edit,19
feature,observation-party,Observation Party,partial,manual,hybrid,False,edit,15
feature,occultism,Occultism,full,manual,hybrid,False,edit,10
feature,opportunist,Opportunist,full,manual,manual_text,False,edit,59
feature,oracle,Oracle,full,full,machine_ready,False,edit,41
feature,overrun,Overrun,full,manual,manual_text,False,edit,22
feature,overwatch,Overwatch,partial,manual,hybrid,False,edit,46
feature,ow-the-edge,Ow The Edge,full,full,machine_ready,False,edit,60
feature,paleontology,Paleontology,full,manual,manual_text,False,edit,12
feature,parfumier,Parfumier,partial,manual,hybrid,False,edit,17
feature,peerless-elegance,Peerless Elegance,partial,manual,hybrid,False,edit,20
feature,phantom-menace,Phantom Menace,full,manual,manual_text,False,edit,53
feature,poison-weapons,Poison Weapons,partial,partial,hybrid,False,edit,40
feature,pokemon-caretaking,Pokémon Caretaking,full,manual,manual_text,False,edit,13
feature,practical-fashion,Practical Fashion,manual,manual,manual_text,False,edit,18
feature,prescience,Prescience,partial,manual,hybrid,False,edit,42
feature,primordial-power,Primordial Power,partial,manual,hybrid,False,edit,12
feature,psionic-analysis,Psionic Analysis,full,manual,manual_text,False,edit,10
feature,psychic-resonance,Psychic Resonance,partial,manual,hybrid,False,edit,26
feature,ramming-speed,Ramming Speed,manual,manual,manual_text,False,edit,21
feature,re-balancing,Re-Balancing,full,manual,manual_text,False,edit,14
feature,recoup-energy,Recoup Energy,partial,manual,hybrid,False,edit,50
feature,reliable-performance,Reliable Performance,partial,manual,hybrid,False,edit,20
feature,resilience,Resilience,partial,manual,hybrid,False,edit,9
feature,rewrite,Rewrite,manual,manual,manual_text,False,edit,47
feature,ride-as-one,Ride as One,manual,manual,manual_text,False,edit,22
feature,rider,Rider,full,manual,manual_text,False,edit,21
feature,rock-power,Rock Power,full,partial,hybrid,False,edit,45
feature,roughneck,Roughneck,full,manual,manual_text,False,edit,28
feature,round-trip,Round Trip,full,manual,manual_text,False,edit,23
feature,rule-of-cool,Rule of Cool,manual,none,metadata_only,True,edit,36
feature,rune-master,Rune Master,full,partial,hybrid,False,edit,47
feature,sacred-shield,Sacred Shield,manual,full,hybrid,False,edit,38
feature,sage,Sage,full,manual,manual_text,False,edit,38
feature,sages-benediction,Sage's Benediction,partial,manual,hybrid,False,edit,39
feature,saw-that-coming,Saw That Coming,full,manual,manual_text,False,edit,58
feature,scheme-twist,Scheme Twist,partial,partial,hybrid,False,edit,33
feature,scrap-efficiency,Scrap Efficiency,full,manual,manual_text,False,edit,59
feature,shade-caller,Shade Caller,full,full,machine_ready,False,edit,51
feature,shadow-form,Shadow Form,partial,manual,hybrid,False,edit,53
feature,shards-of-stone,Shards of Stone,full,full,machine_ready,False,edit,45
feature,sharpen-shadows,Sharpen Shadows,partial,full,hybrid,False,edit,52
feature,silent-assassin,Silent Assassin,partial,manual,hybrid,False,edit,53
feature,skill-trainer,Skill Trainer,full,manual,manual_text,False,edit,14
feature,smart-expert,Smart Expert,partial,manual,hybrid,False,edit,37
feature,smashing-punishment,Smashing Punishment,partial,manual,hybrid,False,edit,25
feature,soul-investment,Soul Investment,partial,manual,hybrid,False,edit,50
feature,speed-demon,Speed Demon,full,manual,manual_text,False,edit,60
feature,staying-power,Staying Power,manual,manual,hybrid,False,edit,8
feature,stone-cold-finish,Stone Cold Finish,partial,full,hybrid,False,edit,45
feature,stone-stance,Stone Stance,manual,manual,manual_text,False,edit,45
feature,stone-warrior,Stone Warrior,full,partial,hybrid,False,edit,45
feature,style-expert,Style Expert,manual,manual,manual_text,False,edit,34
feature,style-flourish,Style Flourish,full,none,metadata_only,True,edit,34
feature,style-is-eternal,Style is Eternal,manual,manual,manual_text,False,edit,16
feature,survivalist,Survivalist,full,manual,manual_text,False,edit,29
feature,tag-in,Tag In,partial,manual,hybrid,False,edit,23
feature,targeted-profiling,Targeted Profiling,partial,manual,hybrid,False,edit,15
feature,tectonic-shift,Tectonic Shift,partial,manual,hybrid,False,edit,43
feature,this-ones-special-i-know-it,"This One's Special, I Know It",full,partial,hybrid,False,edit,13
feature,this-will-not-stand,This Will Not Stand,partial,manual,hybrid,False,edit,10
feature,through-the-pain,Through The Pain,full,manual,hybrid,False,edit,59
feature,tip-the-scales,Tip The Scales,partial,manual,hybrid,False,edit,34
feature,too-spooky,Too Spooky,manual,manual,manual_text,False,edit,53
feature,tough-as-nails,Tough as Nails,full,full,machine_ready,False,edit,29
feature,trapper,Trapper,partial,manual,hybrid,False,edit,30
feature,twisted-soul,Twisted Soul,manual,full,hybrid,False,edit,51
feature,two-second-preview,Two-Second Preview,partial,manual,hybrid,False,edit,42
feature,unconquerable,Unconquerable,partial,manual,hybrid,False,edit,10
feature,unlocked-potential,Unlocked Potential,partial,manual,hybrid,False,edit,48
feature,unveiled-sight,Unveiled Sight,manual,partial,hybrid,False,edit,41
feature,up-to-speed,Up To Speed,full,manual,manual_text,False,edit,59
feature,utility-drop,Utility Drop,partial,manual,hybrid,False,edit,40
feature,versatile-wardrobe,Versatile Wardrobe,partial,manual,hybrid,False,edit,17
feature,vim-and-vigor,Vim and Vigor,full,manual,manual_text,False,edit,9
feature,walk-it-off,Walk It Off,full,manual,manual_text,False,edit,60
feature,wall-of-earth,Wall Of Earth,manual,manual,manual_text,False,edit,43
feature,wilderness-guide,Wilderness Guide,partial,manual,hybrid,False,edit,30
feature,words-of-power,Words of Power,partial,manual,hybrid,False,edit,48
feature,world-of-darkness,World of Darkness,partial,manual,hybrid,False,edit,52
feature,you-can-do-better,You Can Do Better,full,manual,manual_text,False,edit,59
feature,you-deserve-a-rest,You Deserve A Rest,full,none,metadata_only,True,edit,23
feature,canine,Canine,full,manual,manual_text,False,especial,4
feature,capitan,Capitan,full,manual,manual_text,False,especial,4
feature,energetic,Energetic,full,manual,manual_text,False,especial,2
feature,fast-texting,Fast Texting,full,manual,manual_text,False,especial,2
feature,hacker,Hacker,full,manual,manual_text,False,especial,2
feature,kevlar,Kevlar,full,manual,manual_text,False,especial,4
feature,light-shot-style,Light Shot Style,full,manual,manual_text,False,especial,4
feature,master-hacker,Master Hacker,full,manual,manual_text,False,especial,2
feature,police-officer,Police officer,full,manual,manual_text,False,especial,4
feature,porygon-s-gift,Porygon`s Gift,full,manual,manual_text,False,especial,2
feature,riot-police,Riot Police,full,manual,manual_text,False,especial,4
feature,smith,Smith,full,none,metadata_only,True,especial,7
feature,stalker,Stalker,full,manual,manual_text,False,especial,2
feature,swat-style,Swat Style,full,manual,manual_text,False,especial,4
feature,arcane-training,Arcane Training,full,partial,hybrid,False,got,47
feature,type-sync,Type Sync,partial,manual,hybrid,False,got,47
feature,weapon-of-choice,Weapon of Choice,full,manual,manual_text,False,got,47
feature,apparition,Apparition,full,manual,manual_text,False,got,77
feature,haunted-wounds,Haunted Wounds,partial,manual,hybrid,False,got,77
feature,phantom-menace,Phantom Menace,partial,manual,hybrid,False,got,77
feature,shadow-arms,Shadow Arms,manual,partial,hybrid,False,got,77
feature,shadow-form,Shadow Form,manual,manual,manual_text,False,got,77
feature,silent-assassin,Silent Assassin,partial,full,hybrid,False,got,77
feature,too-spooky,Too Spooky,manual,partial,hybrid,False,got,77
feature,arcanist,Arcanist,full,manual,manual_text,False,got,54
feature,metamagic,Metamagic,partial,manual,hybrid,False,got,54
feature,recoup-energy,Recoup Energy,partial,manual,hybrid,False,got,54
feature,berserker,Berserker,full,partial,hybrid,False,got,49
feature,fight-on-and-on,Fight On and On,manual,partial,hybrid,False,got,49
feature,power-of-rage,Power of Rage,partial,manual,hybrid,False,got,49
feature,druid,Druid,full,partial,hybrid,False,got,79
feature,druids-call,Druid's Call,partial,manual,hybrid,False,got,79
feature,green-path,Green Path,manual,partial,hybrid,False,got,79
feature,earth-shaker,Earth Shaker,full,manual,manual_text,False,got,81
feature,earthen-bond,Earthen Bond,partial,manual,hybrid,False,got,81
feature,ground-out,Ground Out,partial,manual,hybrid,False,got,81
feature,fiery-soul,Fiery Soul,partial,manual,hybrid,False,got,73
feature,fire-breather,Fire Breather,full,manual,manual_text,False,got,73
feature,fire-bringer,Fire Bringer,full,partial,hybrid,False,got,73
feature,fortress,Fortress,full,manual,manual_text,False,got,57
feature,slow-or-steady,Slow or Steady,manual,manual,manual_text,False,got,57
feature,wall-of-iron,Wall of Iron,partial,partial,hybrid,False,got,57
feature,frost-touched,Frost Touched,partial,manual,hybrid,False,got,83
feature,the-cold-never-bothered-me-anyway,The Cold Never Bothered Me Anyway,partial,manual,hybrid,False,got,83
feature,winter-is-coming,Winter is Coming,full,partial,hybrid,False,got,83
feature,enchanting-transformation,Enchanting Transformation,full,manual,manual_text,False,got,71
feature,fey-law,Fey Law,full,partial,hybrid,False,got,71
feature,glamour-mastery,Glamour Mastery,full,manual,manual_text,False,got,71
feature,glamour-weaver,Glamour Weaver,full,full,machine_ready,False,got,71
feature,lucky-clover-grand-finale,Lucky Clover Grand Finale,partial,full,hybrid,False,got,71
feature,magical-burst,Magical Burst,partial,manual,hybrid,False,got,71
feature,passionato-harmony,Passionato Harmony,partial,full,hybrid,False,got,71
feature,channel-the-dragons-spirit,Channel the Dragon's Spirit,partial,partial,hybrid,False,got,67
feature,herald-of-pride,Herald of Pride,full,manual,manual_text,False,got,67
feature,noblesse-oblige,Noblesse Oblige,full,full,machine_ready,False,got,67
feature,rouse-the-dragons-blood,Rouse the Dragon's Blood,partial,manual,hybrid,False,got,67
feature,hydro-jet,Hydro Jet,manual,manual,manual_text,False,got,93
feature,maelstrom,Maelstrom,full,partial,hybrid,False,got,93
feature,oceanic-feeling,Oceanic Feeling,full,manual,manual_text,False,got,93
feature,waters-shroud,Water's Shroud,manual,manual,manual_text,False,got,93
feature,aiming-down-the-sights,Aiming Down The Sights,partial,manual,hybrid,False,got,59
feature,clear-shot,Clear Shot,partial,manual,hybrid,False,got,59
feature,marksman,Marksman,full,full,machine_ready,False,got,59
feature,corrupt-blood,Corrupt Blood,partial,partial,hybrid,False,got,87
feature,miasma-unleashed,Miasma Unleashed,partial,partial,hybrid,False,got,87
feature,miasmic,Miasmic,full,full,machine_ready,False,got,87
feature,blinding-brightness,Blinding Brightness,partial,full,hybrid,False,got,85
feature,luminous-aura,Luminous Aura,partial,partial,hybrid,False,got,85
feature,prism,Prism,full,full,machine_ready,False,got,85
feature,prismatic-alignment,Prismatic Alignment,partial,manual,hybrid,False,got,85
feature,explosive-runes,Explosive Runes,partial,manual,hybrid,False,got,52
feature,hidden-power,Hidden Power,manual,partial,hybrid,False,got,51
feature,rune-master,Rune Master,partial,manual,hybrid,False,got,51
feature,sentry-runes,Sentry Runes,partial,manual,hybrid,False,got,52
feature,words-of-power,Words of Power,partial,manual,hybrid,False,got,51
feature,shade-caller,Shade Caller,full,full,machine_ready,False,got,65
feature,twisted-soul,Twisted Soul,partial,partial,hybrid,False,got,65
feature,world-of-darkness,World of Darkness,partial,manual,hybrid,False,got,65
feature,nimble-steps,Nimble Steps,manual,manual,manual_text,False,got,61
