family_id,from_species_name,to_species_name,to_min_level,condition_text,mapping_confidence,source_id
evofam-d52bc1d34a86,Murkrow,Honchkrow,25,Minimum 25,safe_single_predecessor,gen8
evofam-28a3c2991484,Hoothoot,Noctowl,20,Minimum 20,safe_single_predecessor,gen8
evofam-7620e3a982be,Hoppip,Skiploom,15,Minimum 15,safe_single_predecessor,gen8
evofam-7620e3a982be,Skiploom,Jumpluff,30,Minimum 30,safe_single_predecessor,gen8
evofam-829c08513ee3,Horsea,Seadra,15,Minimum 15,safe_single_predecessor,gen8
evofam-829c08513ee3,Seadra,Kingdra,30,Minimum 30,safe_single_predecessor,gen8
evofam-805667d4546e,Houndour,Houndoom,25,Minimum 25,safe_single_predecessor,gen8
evofam-e0dcc9f3cee0,Igglybuff,Jigglypuff,10,Minimum 10,safe_single_predecessor,gen8
evofam-e0dcc9f3cee0,Jigglypuff,Wigglytuff,20,Minimum 20 TM,safe_single_predecessor,gen8
evofam-5b47b8c5b6c1,Litten,Torracat,15,Minimum 15,safe_single_predecessor,gen8
evofam-5b47b8c5b6c1,Torracat,Incineroar,30,Minimum 30,safe_single_predecessor,gen8
evofam-35f629d02b0f,Inkay,Malamar,30,Minimum 30,safe_single_predecessor,gen8
evofam-ac6280fe8c74,Jigglypuff,Wigglytuff,20,Minimum 20,safe_single_predecessor,gen8
evofam-8f1ce71a34d0,Smoochum,Jynx,30,Minimum 30,safe_single_predecessor,gen8
evofam-6ab5a58e1072,Kabuto,Kabutops,30,Minimum 30,safe_single_predecessor,gen8
evofam-882bd67da9cf,Karrablast,Escavalier,25,Minimum 25 Egg,safe_single_predecessor,gen8
evofam-408d5fa020f7,Pawniard,Bisharp,25,Minimum 25,safe_single_predecessor,knight
evofam-408d5fa020f7,Bisharp,Kingambit,40,40,safe_single_predecessor,knight
evofam-b0401b8789f9,Krabby,Kingler,25,Minimum 25,safe_single_predecessor,gen8
evofam-b633a5b1af9d,Klink,Klang,20,Minimum 20,safe_single_predecessor,gen8
evofam-b633a5b1af9d,Klang,Klinklang,35,Minimum 35,safe_single_predecessor,gen8
evofam-cdae41527346,Klang,Klinklang,35,Minimum 35 Tutor,safe_single_predecessor,gen8
evofam-6b8ea8088ab2,Koffing,Weezing,30,Minimum 30,safe_single_predecessor,gen8
evofam-6b8ea8088ab2,Koffing,Weezing,30,(G) Minimum 30,safe_single_predecessor,gen8
evofam-e76d0ee34d75,Krabby,Kingler,25,Minimum 25 Egg,safe_single_predecessor,gen8
evofam-7b0b24fb8a78,Kricketot,Kricketune,10,Minimum 10,safe_single_predecessor,gen8
evofam-96d44a515e85,Sandile,Krokorok,25,Minimum 25,safe_single_predecessor,gen8
evofam-96d44a515e85,Krokorok,Krookodile,40,Minimum 40,safe_single_predecessor,gen8
evofam-a39f79f20776,Lampent,Chandelure,35,Minimum 35,safe_single_predecessor,gen8
evofam-45f1909b6e71,Larvesta,Volcarona,30,Minimum 30,safe_single_predecessor,gen8
evofam-ba5963efd025,Larvitar,Pupitar,20,Minimum 20,safe_single_predecessor,gen8
evofam-ba5963efd025,Pupitar,Tyranitar,40,Minimum 40,safe_single_predecessor,gen8
evofam-8ba25d2e1e18,Sewaddle,Swadloon,15,Minimum 15,safe_single_predecessor,gen8
evofam-8ba25d2e1e18,Swadloon,Leavanny,30,Minimum 30,safe_single_predecessor,gen8
evofam-fd6e70910b50,Ledyba,Ledian,15,Minimum 15,safe_single_predecessor,gen8
evofam-d6b87fcf7b9f,Lickitung,Lickilicky,25,Minimum 25,safe_single_predecessor,gen8
evofam-6f802901c4dd,Purrloin,Liepard,20,Minimum 20,safe_single_predecessor,gen8
evofam-a15e73d4f9b4,Petilil,Lilligant,25,Minimum 25,safe_single_predecessor,gen8
evofam-8b17198a45eb,Zigzagoon,Linoone,15,Minimum 15,safe_single_predecessor,gen8
evofam-c76dc471e2ad,Zigzagoon,Linoone,15,(G) Minimum 15,safe_single_predecessor,gen8
evofam-c76dc471e2ad,Linoone,Obstagoon,30,Minimum 30,safe_single_predecessor,gen8
evofam-e84cf4b6e880,Litleo,Pyroar,25,Minimum 25,safe_single_predecessor,gen8
evofam-d9f1867709ad,Lotad,Lombre,15,Minimum 15,safe_single_predecessor,gen8
evofam-d9f1867709ad,Lombre,Ludicolo,25,Minimum 25,safe_single_predecessor,gen8
evofam-b8b0b1e830d4,Riolu,Lucario,25,Minimum 25,safe_single_predecessor,gen8
evofam-18505cb8f942,Shinx,Luxio,15,Minimum 15,safe_single_predecessor,gen8
evofam-18505cb8f942,Luxio,Luxray,30,Minimum 30,safe_single_predecessor,gen8
evofam-557680485ae1,Rockruff,LYCANROC Dusk,25,k) Minimum 25,safe_single_predecessor,gen8
evofam-cb8dfe50637f,Rockruff,LYCANROC Midday,25,y) Minimum 25,safe_single_predecessor,gen8
evofam-201993ba6ef4,Rockruff,LYCANROC Midnight,25,t) Minimum 25,safe_single_predecessor,gen8
evofam-430f49195337,Machop,Machoke,20,Minimum 20,safe_single_predecessor,gen8
evofam-430f49195337,Machoke,Machamp,35,Minimum 35,safe_single_predecessor,gen8
evofam-bac83cb392e3,Magby,Magmar,30,Minimum 30,safe_single_predecessor,gen8
evofam-bac83cb392e3,Magmar,Magmortar,40,Minimum 40,safe_single_predecessor,gen8
evofam-b38373e42456,Slugma,Magcargo,30,Minimum 30,safe_single_predecessor,gen8
evofam-4c9f11cd693d,Magnemite,Magneton,30,Minimum 30,safe_single_predecessor,gen8
evofam-4c9f11cd693d,Magneton,Magnezone,40,Minimum 40,safe_single_predecessor,gen8
evofam-f0c745783547,Swinub,Piloswine,20,Minimum 20,safe_single_predecessor,gen8
evofam-f0c745783547,Piloswine,Mamoswine,30,Minimum 30,safe_single_predecessor,gen8
evofam-907ac2f393c9,Vullaby,Mandibuzz,30,Minimum 30,safe_single_predecessor,gen8
evofam-3d53c464304c,Mankey,Primeape,25,Minimum 25,safe_single_predecessor,gen8
evofam-c84d92c60ce7,Mantyke,Mantine,25,Minimum 25,safe_single_predecessor,gen8
evofam-e731f620e801,Mareanie,Toxapex,30,Minimum 30,safe_single_predecessor,gen8
evofam-1b40cfa373a6,Flaaffy,Ampharos,30,Minimum 30 Egg,safe_single_predecessor,gen8
evofam-c628db1534d8,Mudkip,Marshtomp,15,Minimum 15,safe_single_predecessor,gen8
evofam-c628db1534d8,Marshtomp,Swampert,30,Minimum 30,safe_single_predecessor,gen8
evofam-550d992c3936,Surskit,Masquerain,20,Minimum 20,safe_single_predecessor,gen8
evofam-21870990892c,Meditite,Medicham,30,Minimum 30,safe_single_predecessor,gen8
evofam-de4c08521da8,Meltan,Melmetal,30,Minimum 30,safe_single_predecessor,gen8
evofam-2d56adf7dc88,Meowth,Persian,25,Minimum 25,safe_single_predecessor,gen8
evofam-47efc485c16a,Meowth,Persian,25,(A) Minimum 25,safe_single_predecessor,gen8
evofam-16f09222a972,Meowth,Perrserker,20,Minimum 20,safe_single_predecessor,gen8
evofam-26e32e4acd93,Mienfoo,Mienshao,30,Minimum 30 TM,safe_single_predecessor,gen8
evofam-a643f0938ed3,Mienfoo,Mienshao,30,Minimum 30,safe_single_predecessor,gen8
evofam-4a9df0188e1e,Poochyena,Mightyena,15,Minimum 15,safe_single_predecessor,gen8
evofam-85915f0c1aed,Mime Jr.,Mr. Mime,20,Minimum 20,safe_single_predecessor,gen8
evofam-85915f0c1aed,Mime Jr.,Mr. Mime,20,(G) Minimum 20,safe_single_predecessor,gen8
evofam-85915f0c1aed,Mr. Mime,Mr. Rime,30,Minimum 30,safe_single_successor,gen8
evofam-9f0e2295affe,Misdreavus,Mismagius,25,Minimum 25,safe_single_predecessor,gen8
evofam-2478ab91a4f3,Morelull,Shiinotic,20,Minimum 20,safe_single_predecessor,gen8
evofam-641f3ae5a3e2,Mudbray,Mudsdale,30,Minimum 30,safe_single_predecessor,gen8
evofam-5532d40aaae9,Munchlax,Snorlax,25,Minimum 25,safe_single_predecessor,gen8
evofam-23ba94ba6d8b,Munna,Musharna,25,Minimum 25,safe_single_predecessor,gen8
evofam-ba4b9a490de8,Natu,Xatu,25,Minimum 25,safe_single_predecessor,gen8
evofam-521aeb9f3001,Nickit,Thievul,15,Minimum 15,safe_single_predecessor,gen8
evofam-699bb0501744,NIDORAN (M),Nidorino,15,Minimum 15,safe_single_predecessor,gen8
evofam-699bb0501744,Nidorino,Nidoking,30,Minimum 30,safe_single_predecessor,gen8
evofam-fe8ae56aff68,NIDORAN (F),Nidorina,15,Minimum 15,safe_single_predecessor,gen8
evofam-fe8ae56aff68,Nidorina,Nidoqueen,30,Minimum 30,safe_single_predecessor,gen8
evofam-28f09ed7cbb0,Nincada,Ninjask,20,Minimum 20,safe_single_predecessor,gen8
evofam-28f09ed7cbb0,Nincada,Shedinja,,see Shed Evolution,safe_single_predecessor,gen8
evofam-767054eb481f,Vulpix,Ninetales,25,Minimum 25,safe_single_predecessor,gen8
evofam-10db89dba1b1,Vulpix,Ninetales,25,(A) Minimum 25,safe_single_predecessor,gen8
evofam-3b0abdbe2fc3,Noibat,Noivern,25,Minimum 25,safe_single_predecessor,gen8
evofam-9bfc950c57d3,Nosepass,Probopass,25,Minimum 25,safe_single_predecessor,gen8
evofam-852cd8f3ef1a,Seedot,Nuzleaf,15,Minimum 15,safe_single_predecessor,gen8
evofam-852cd8f3ef1a,Nuzleaf,Shiftry,25,Minimum 25,safe_single_predecessor,gen8
evofam-78b455e5cbcd,Remoraid,Octillery,25,Minimum 25,safe_single_predecessor,gen8
evofam-f2c7d0767ac1,Omanyte,Omastar,30,Minimum 30,safe_single_predecessor,gen8
evofam-3aa95e5dfe4c,Onix,Steelix,30,Minimum 30,safe_single_predecessor,gen8
evofam-0adc99aa3323,Dewott,Samurott,30,Minimum 30 Egg,safe_single_predecessor,gen8
evofam-b8e486548233,Sandygast,Palossand,30,Minimum 30,safe_single_predecessor,gen8
evofam-fdd0119ab951,Tympole,Palpitoad,15,Minimum 15,safe_single_predecessor,gen8
evofam-fdd0119ab951,Palpitoad,Seismitoad,35,Minimum 35,safe_single_predecessor,gen8
evofam-a570975eef8c,Pancham,Pangoro,30,Minimum 30 TM,safe_single_predecessor,gen8
evofam-f90fe7b09c43,Pancham,Pangoro,30,Minimum 30,safe_single_predecessor,gen8
evofam-7f02841dd309,Panpour,Simipour,25,Minimum 25,safe_single_predecessor,gen8
evofam-46178b34a7ff,Pansage,Simisage,25,Minimum 25,safe_single_predecessor,gen8
evofam-9082c3d7ad9a,Pansear,Simisear,25,Minimum 25,safe_single_predecessor,gen8
evofam-00bd90ba8fb1,Paras,Parasect,20,Minimum 20,safe_single_predecessor,gen8
evofam-551b4068560d,Patrat,Watchog,20,Minimum 20,safe_single_predecessor,gen8
evofam-5771dfe2c9d1,Pawniard,Bisharp,25,Minimum 25 TM,safe_single_predecessor,gen8
evofam-08ecb6a41b1a,Wingull,Pelipper,25,Minimum 25,safe_single_predecessor,gen8
evofam-0113591efae6,Petilil,Lilligant,25,Minimum 25 Egg,safe_single_predecessor,gen8
evofam-b143d29af2d1,Phantump,Trevenant,25,Minimum 25,safe_single_predecessor,gen8
evofam-a3deb3f469a5,Pichu,Pikachu,10,Minimum 10,safe_single_predecessor,gen8
evofam-a3deb3f469a5,Pikachu,Raichu,25,Minimum 25,safe_single_predecessor,gen8
evofam-a3deb3f469a5,Pikachu,Raichu,25,(A) Minimum 25 TM,safe_single_predecessor,gen8
evofam-2fd52e11ecb3,Pidgey,Pidgeotto,15,Minimum 15,safe_single_predecessor,gen8
evofam-2fd52e11ecb3,Pidgeotto,Pidgeot,30,Minimum 30,safe_single_predecessor,gen8
evofam-ae3bf817bc3e,Pidgey,Pidgeot,30,Minimum 30,safe_single_predecessor,pidgey
evofam-47b45184dac0,Pidove,Tranquill,15,Minimum 15,safe_single_predecessor,gen8
evofam-47b45184dac0,Tranquill,Unfezant,30,Minimum 30,safe_single_predecessor,gen8
evofam-42d8d25704c8,Pikachu,Raichu,25,(A) Minimum 25,safe_single_predecessor,gen8
evofam-48029d643742,Pikipek,Trumbeak,15,Minimum 15,safe_single_predecessor,gen8
evofam-48029d643742,Trumbeak,Toucannon,30,Minimum 30,safe_single_predecessor,gen8
evofam-ae9c84ac680e,Poliwag,Poliwhirl,20,Minimum 20,safe_single_predecessor,gen8
evofam-ae9c84ac680e,Poliwhirl,Politoed,30,Minimum 30,safe_single_predecessor,gen8
evofam-40e9c8e80b1c,Poliwhirl,Poliwrath,30,Minimum 30,safe_single_predecessor,gen8
evofam-cd663e7d4f39,Sinistea,Polteageist,25,Minimum 25,safe_single_predecessor,gen8
evofam-903eaf2bdc39,Ponyta,Rapidash,30,Minimum 30,safe_single_predecessor,gen8
evofam-1844113b7f4e,Ponyta,Rapidash,30,(G) Minimum 30,safe_single_predecessor,gen8
evofam-c2654b46a3d5,Brionne,Primarina,30,Minimum 30 Egg,safe_single_predecessor,gen8
evofam-695d823c12b2,Porygon,Porygon2,25,Minimum 25,safe_single_predecessor,gen8
evofam-695d823c12b2,Porygon2,Porygon-Z,35,Minimum 35,safe_single_predecessor,gen8
evofam-17db4f131e85,Pumpkaboo,Gourgeist,25,Minimum 25 Egg,safe_single_predecessor,gen8
evofam-06685768d5fe,Purrloin,Liepard,20,Minimum 20 TM,safe_single_predecessor,gen8
evofam-d9a4711bab2f,Litleo,Pyroar,25,Minimum 25 TM,safe_single_predecessor,gen8
evofam-b688ba0a2b80,Wooper,Quagsire,20,Minimum 20,safe_single_predecessor,gen8
evofam-ce37b4939612,Cranidos,Rampardos,30,Minimum 30,safe_single_predecessor,gen8
evofam-468c637e90b6,Rattata,Raticate,20,Minimum 20,safe_single_predecessor,gen8
evofam-28e30ba6aab4,Rattata,Raticate,20,(A) Minimum 20,safe_single_predecessor,gen8
evofam-6a8ba4b5b1e5,Rhyhorn,Rhydon,25,Minimum 25,safe_single_predecessor,gen8
evofam-6a8ba4b5b1e5,Rhydon,Rhyperior,45,Minimum 45,safe_single_predecessor,gen8
evofam-d584c4b61b3f,Roselia,Roserade,30,Minimum 30,safe_single_predecessor,gen8
evofam-821da697efff,Yamask,Runerigus,30,Minimum 30,safe_single_predecessor,gen8
evofam-8b4910410d33,Salandit,Salazzle,30,Minimum 30 Female,safe_single_predecessor,gen8
evofam-34e0d5a768b1,Silicobra,Sandaconda,30,Minimum 30,safe_single_predecessor,gen8
evofam-5a6093c580a2,Sandshrew,Sandslash,20,Minimum 20,safe_single_predecessor,gen8
evofam-5aa7d104fd0c,Sandshrew,Sandslash,25,(A) Minimum 25,safe_single_predecessor,gen8
evofam-caa9a6391a67,Sandygast,Palossand,30,Minimum 30 Egg,safe_single_predecessor,gen8
evofam-8e9b5e209610,Scatterbug,Spewpa,5,Minimum 5,safe_single_predecessor,gen8
evofam-8e9b5e209610,Spewpa,Vivillon,10,Minimum 10,safe_single_predecessor,gen8
evofam-176c2af63818,Scyther,Scizor,30,Minimum 30,safe_single_predecessor,gen8
evofam-23065a392097,Venipede,Whirlipede,15,Minimum 15,safe_single_predecessor,gen8
evofam-23065a392097,Whirlipede,Scolipede,30,Minimum 30,safe_single_predecessor,gen8
evofam-6c44724361e9,Scraggy,Scrafty,35,Minimum 35,safe_single_predecessor,gen8
evofam-8b8f376f9010,Spheal,Sealeo,20,Minimum 20,safe_single_predecessor,gen8
evofam-8b8f376f9010,Sealeo,Walrein,35,Minimum 35,safe_single_predecessor,gen8
evofam-17f9d9991a9e,Nuzleaf,Shiftry,25,Minimum 25 TM,safe_single_predecessor,gen8
evofam-df391d8e646b,Snivy,Servine,15,Minimum 15,safe_single_predecessor,gen8
evofam-df391d8e646b,Servine,Serperior,30,Minimum 30,safe_single_predecessor,gen8
evofam-3567c9df0f1f,Servine,Serperior,30,Minimum 30 Tutor,safe_single_predecessor,gen8
evofam-7e2b87870e17,Shelmet,Accelgor,25,Minimum 25 Egg,safe_single_predecessor,gen8
evofam-f80f07819cc4,Luxio,Luxray,30,Minimum 30 Egg,safe_single_predecessor,gen8
evofam-19d13ea75553,TYPE: NULL,Silvally,30,Minimum 30,safe_single_predecessor,gen8
evofam-a9db6718ba0d,Stunky,Skuntank,30,Minimum 30,safe_single_predecessor,gen8
evofam-ec9499937809,Slakoth,Vigoroth,15,Minimum 15,safe_single_predecessor,gen8
evofam-ec9499937809,Vigoroth,Slaking,35,Minimum 35,safe_single_predecessor,gen8
evofam-dfd26574e6c6,Slowpoke,Slowbro,30,Minimum 30,safe_single_predecessor,gen8
evofam-95bdc936aa1a,Slowpoke,Slowking,30,Minimum 30,safe_single_predecessor,gen8
evofam-da0a6517d2bc,Swirlix,Slurpuff,25,Minimum 25 Tutor,safe_single_predecessor,gen8
evofam-340b386d5122,Smoochum,Jynx,30,Minimum 30 TM,safe_single_predecessor,gen8
evofam-7ffb66182079,Sneasel,Weavile,30,Minimum 30,safe_single_predecessor,gen8
evofam-d3f31f71d996,Sealeo,Walrein,35,Minimum 35 Egg,safe_single_predecessor,gen8
evofam-7083324f8e20,Starly,Staravia,15,Minimum 15,safe_single_predecessor,gen8
evofam-7083324f8e20,Staravia,Staraptor,30,Minimum 30,safe_single_predecessor,gen8
evofam-35b79fa05a4a,Staryu,Starmie,25,Minimum 25,safe_single_predecessor,gen8
evofam-9849bdcbd889,Steenee,Tsareena,30,Minimum 30,safe_single_predecessor,gen8
evofam-906562e9f48a,Bonsly,Sudowoodo,20,Minimum 20,safe_single_predecessor,gen8
evofam-5302b02a51d3,Sunkern,Sunflora,20,Minimum 20,safe_single_predecessor,gen8
evofam-04e8a14317b5,Taillow,Swellow,20,Minimum 20,safe_single_predecessor,gen8
evofam-67c4ea281e1e,Swirlix,Slurpuff,25,Minimum 25,safe_single_predecessor,gen8
evofam-dd6016f4e265,Woobat,Swoobat,20,Minimum 20,safe_single_predecessor,gen8
evofam-74883a47390f,Eevee,Sylveon,25,Minimum 25,safe_single_predecessor,gen8
evofam-c912bba3ccf6,Tangela,Tangrowth,30,Minimum 30,safe_single_predecessor,gen8
evofam-cac70977d2fe,Teddiursa,Ursaring,30,Minimum 30,safe_single_predecessor,gen8
evofam-267f851f70f4,Tentacool,Tentacruel,25,Minimum 25,safe_single_predecessor,gen8
evofam-6e19ec138204,Togepi,Togetic,10,Minimum 10,safe_single_predecessor,gen8
evofam-6e19ec138204,Togetic,Togekiss,30,Minimum 30,safe_single_predecessor,gen8
evofam-fdfae5449d7a,Toxel,Toxtricity,20,Minimum 20,safe_single_predecessor,gen8
evofam-d018f143bca6,TYPE: NULL,Silvally,30,Minimum 30 TM,safe_single_predecessor,gen8
evofam-08d58a3c7241,Tyrunt,Tyrantrum,30,Minimum 30,safe_single_predecessor,gen8
evofam-0ded720ae049,Vanillite,Vanillish,20,Minimum 20,safe_single_predecessor,gen8
evofam-0ded720ae049,Vanillish,Vanilluxe,35,Minimum 35,safe_single_predecessor,gen8
evofam-bf860b5b4efa,Venonat,Venomoth,30,Minimum 30,safe_single_predecessor,gen8
evofam-e91bee33576d,Vigoroth,Slaking,35,Minimum 35 TM,safe_single_predecessor,gen8
evofam-2c7390368d2c,Wailmer,Wailord,30,Minimum 30,safe_single_predecessor,gen8
evofam-778e06f39f96,Barboach,Whiscash,30,Minimum 30,safe_single_predecessor,gen8
evofam-e6c396002b19,Wynaut,Wobbuffet,15,Minimum 15,safe_single_predecessor,gen8
evofam-c94248e82a42,Yanma,Yanmega,30,Minimum 30,safe_single_predecessor,gen8
evofam-ef2feadb8e0b,Zorua,Zoroark,30,Minimum 30,safe_single_predecessor,gen8
evofam-491756bf3c46,Zorua,Zoroark,30,Minimum 30 TM,safe_single_predecessor,gen8
