id,display_name,national_dex_number,display_dex_id,variant_index,variant_of,variant_kind,variant_label,generation,enabled,enabled_for_character_creation,mechanical_completeness,types,base_stats,height,weight,gender_ratio,egg_groups,habitats,source_id,source_page,needs_review,reference_validation
articuno,Articuno,,,,,,,,True,True,complete,"[""Ice"",""Flying""]","{""hp"":9,""attack"":9,""defense"":10,""special_attack"":10,""special_defense"":13,""speed"":9}","{""raw"":""5' 7\"" / 1.7m (Medium)"",""meters"":1.7,""size_class"":""Medium""}","{""raw"":""122.1 lbs / 55.4kg (4)"",""kg"":55.4,""weight_class"":4}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Taiga"",""Tundra""]",gen8,866,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
audino,Audino,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":10,""attack"":6,""defense"":9,""special_attack"":6,""special_defense"":9,""speed"":5}","{""raw"":""3' 7\"" / 1.1m (Medium)"",""meters"":1.1,""size_class"":""Medium""}","{""raw"":""68.3 lbs / 31kg (3)"",""kg"":31.0,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Fairy""]","[""Forest"",""Grassland""]",gen8,738,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
aurorus,Aurorus,,,,,,,,True,True,complete,"[""Rock"",""Ice""]","{""hp"":12,""attack"":8,""defense"":7,""special_attack"":10,""special_defense"":9,""speed"":6}","{""raw"":""8' 10\"" / 2.7m (Large)"",""meters"":2.7,""size_class"":""Large""}","{""raw"":""496 lbs / 225kg (6)"",""kg"":225.0,""weight_class"":6}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Monster""]","[""Cave"",""Mountain""]",gen8,832,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
avalugg,Avalugg,,,,,,,,True,True,complete,"[""Ice""]","{""hp"":10,""attack"":12,""defense"":18,""special_attack"":4,""special_defense"":5,""speed"":3}","{""raw"":""6' 7\"" / 2m (Huge)"",""meters"":2.0,""size_class"":""Huge""}","{""raw"":""1113.3 lbs / 505kg (6)"",""kg"":505.0,""weight_class"":6}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Monster""]","[""Mountain"",""Taiga"",""Tundra""]",gen8,510,False,"{""unresolved_abilities"":0,""unresolved_move_references"":1,""unresolved_capabilities"":0}"
axew,Axew,,,,,,,,True,True,complete,"[""Dragon""]","{""hp"":5,""attack"":9,""defense"":6,""special_attack"":3,""special_defense"":4,""speed"":6}","{""raw"":""2' 0\"" / 0.6m (Small)"",""meters"":0.6,""size_class"":""Small""}","{""raw"":""39.7 lbs / 18kg (2)"",""kg"":18.0,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Monster"",""Dragon""]","[""Cave"",""Mountain""]",gen8,117,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
azelf,Azelf,,,,,,,,True,True,complete,"[""Psychic""]","{""hp"":8,""attack"":13,""defense"":7,""special_attack"":13,""special_defense"":7,""speed"":12}","{""raw"":""1' 0\"" / 0.3m (Small)"",""meters"":0.3,""size_class"":""Small""}","{""raw"":""0.7 lbs / 0.3kg (1)"",""kg"":0.3,""weight_class"":1}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Cave""]",gen8,893,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
azumarill,Azumarill,,,,,,,,True,True,complete,"[""Water"",""Fairy""]","{""hp"":10,""attack"":5,""defense"":8,""special_attack"":6,""special_defense"":8,""speed"":5}","{""raw"":""2' 7\"" / 0.8m (Small)"",""meters"":0.8,""size_class"":""Small""}","{""raw"":""62.8 lbs / 28.5kg (3)"",""kg"":28.5,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 1"",""Fairy""]","[""Freshwater""]",gen8,295,False,"{""unresolved_abilities"":1,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
azurill,Azurill,,,,,,,,True,True,complete,"[""Normal"",""Fairy""]","{""hp"":5,""attack"":2,""defense"":4,""special_attack"":2,""special_defense"":4,""speed"":2}","{""raw"":""0' 8\"" / 0.2m (Small)"",""meters"":0.2,""size_class"":""Small""}","{""raw"":""4.4 lbs / 2kg (1)"",""kg"":2.0,""weight_class"":1}","{""raw"":""25% M / 75% F"",""male_percent"":25.0,""female_percent"":75.0,""genderless"":false}","[""Water 1"",""Fairy""]","[""Freshwater""]",gen8,293,False,"{""unresolved_abilities"":1,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bagon,Bagon,,,,,,,,True,True,complete,"[""Dragon""]","{""hp"":5,""attack"":8,""defense"":6,""special_attack"":4,""special_defense"":3,""speed"":5}","{""raw"":""2' 0\"" / 0.6m (Small)"",""meters"":0.6,""size_class"":""Small""}","{""raw"":""92.8 lbs / 42.1kg (3)"",""kg"":42.1,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Dragon""]","[""Cave"",""Mountain""]",gen8,844,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
baltoy,Baltoy,,,,,,,,True,True,complete,"[""Ground"",""Psychic""]","{""hp"":4,""attack"":4,""defense"":6,""special_attack"":4,""special_defense"":7,""speed"":6}","{""raw"":""1' 8\"" / 0.5m (Small)"",""meters"":0.5,""size_class"":""Small""}","{""raw"":""47.4 lbs / 21.5kg (2)"",""kg"":21.5,""weight_class"":2}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""Mineral""]","[""Cave"",""Desert""]",gen8,490,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":1}"
banette,Banette,,,,,,,,True,True,complete,"[""Ghost""]","{""hp"":6,""attack"":12,""defense"":7,""special_attack"":8,""special_defense"":6,""speed"":7}","{""raw"":""3' 7\"" / 1.1m (Medium)"",""meters"":1.1,""size_class"":""Medium""}","{""raw"":""27.6 lbs / 12.5kg (2)"",""kg"":12.5,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Indeterminate""]","[""Cave"",""Urban""]",gen8,430,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
barbaracle,Barbaracle,,,,,,,,True,True,complete,"[""Rock"",""Water""]","{""hp"":7,""attack"":11,""defense"":12,""special_attack"":5,""special_defense"":9,""speed"":7}","{""raw"":""4' 3\"" / 1.3m (Medium)"",""meters"":1.3,""size_class"":""Medium""}","{""raw"":""211.6 lbs / 96kg (4)"",""kg"":96.0,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 1"",""Water 3""]","[""Beach"",""Ocean""]",gen8,614,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
barboach,Barboach,,,,,,,,True,True,complete,"[""Water"",""Ground""]","{""hp"":5,""attack"":5,""defense"":4,""special_attack"":5,""special_defense"":4,""speed"":6}","{""raw"":""1' 4\"" / 0.4m (Small)"",""meters"":0.4,""size_class"":""Small""}","{""raw"":""4.2 lbs / 1.9kg (1)"",""kg"":1.9,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 2""]","[""Freshwater"",""Marsh""]",gen8,656,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
barraskewda,Barraskewda,,,,,,,,True,True,complete,"[""Water""]","{""hp"":6,""attack"":12,""defense"":6,""special_attack"":6,""special_defense"":5,""speed"":14}","{""raw"":""4' 3\"" / 1.3m (Medium)"",""meters"":1.3,""size_class"":""Medium""}","{""raw"":""66.1 lbs / 30kg (3)"",""kg"":30.0,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 2""]","[""Fresh Water""]",gen8,684,False,"{""unresolved_abilities"":0,""unresolved_move_references"":3,""unresolved_capabilities"":0}"
basculin,Basculin,,,,,,,,True,True,complete,"[""Water""]","{""hp"":7,""attack"":9,""defense"":7,""special_attack"":8,""special_defense"":6,""speed"":10}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""39.7 lbs / 18kg (2)"",""kg"":18.0,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 2""]","[""Freshwater""]",gen8,764,False,"{""unresolved_abilities"":1,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bastiodon,Bastiodon,,,,,,,,True,True,complete,"[""Rock"",""Steel""]","{""hp"":6,""attack"":5,""defense"":17,""special_attack"":5,""special_defense"":14,""speed"":3}","{""raw"":""4' 3\"" / 1.3m (Medium)"",""meters"":1.3,""size_class"":""Medium""}","{""raw"":""329.6 lbs / 149.5kg (5)"",""kg"":149.5,""weight_class"":5}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Monster""]","[""Cave"",""Mountain""]",gen8,824,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bayleef,Bayleef,,,,,,,,True,True,complete,"[""Grass""]","{""hp"":6,""attack"":6,""defense"":8,""special_attack"":6,""special_defense"":8,""speed"":6}","{""raw"":""3' 11\"" / 1.2m (Medium)"",""meters"":1.2,""size_class"":""Medium""}","{""raw"":""34.8 lbs / 15.8kg (2)"",""kg"":15.8,""weight_class"":2}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Monster"",""Plant""]","[""Forest"",""Grassland""]",gen8,20,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
beartic,Beartic,,,,,,,,True,True,complete,"[""Ice""]","{""hp"":10,""attack"":13,""defense"":8,""special_attack"":7,""special_defense"":8,""speed"":5}","{""raw"":""8' 6\"" / 2.6m (Large)"",""meters"":2.6,""size_class"":""Large""}","{""raw"":""573.2 lbs / 260kg (6)"",""kg"":260.0,""weight_class"":6}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Cave"",""Taiga"",""Tundra""]",gen8,508,False,"{""unresolved_abilities"":0,""unresolved_move_references"":1,""unresolved_capabilities"":0}"
beautifly,Beautifly,,,,,,,,True,True,complete,"[""Bug"",""Flying""]","{""hp"":6,""attack"":7,""defense"":5,""special_attack"":10,""special_defense"":5,""speed"":7}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""62.6 lbs / 28.4kg (3)"",""kg"":28.4,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Bug""]","[""Forest"",""Rainforest""]",gen8,96,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
beedrill,Beedrill,,,,,,,,True,True,complete,"[""Bug"",""Poison""]","{""hp"":7,""attack"":9,""defense"":4,""special_attack"":5,""special_defense"":8,""speed"":8}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""65 lbs / 29.5kg (3)"",""kg"":29.5,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Bug""]","[""Forest""]",gen8,93,False,"{""unresolved_abilities"":0,""unresolved_move_references"":2,""unresolved_capabilities"":0}"
beheeyem,Beheeyem,,,,,,,,True,True,complete,"[""Psychic""]","{""hp"":8,""attack"":8,""defense"":8,""special_attack"":13,""special_defense"":10,""speed"":4}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""76.1 lbs / 34.5kg (3)"",""kg"":34.5,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Humanshape""]","[""Mountain"",""Urban""]",gen8,603,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
beldum,Beldum,,,,,,,,True,True,complete,"[""Steel"",""Psychic""]","{""hp"":4,""attack"":6,""defense"":8,""special_attack"":4,""special_defense"":6,""speed"":3}","{""raw"":""2' 0\"" / 0.6m (Small)"",""meters"":0.6,""size_class"":""Small""}","{""raw"":""209.9 lbs / 95.2kg (4)"",""kg"":95.2,""weight_class"":4}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""Mineral""]","[""Cave""]",gen8,847,False,"{""unresolved_abilities"":0,""unresolved_move_references"":1,""unresolved_capabilities"":1}"
bellossom,Bellossom,,,,,,,,True,True,complete,"[""Grass""]","{""hp"":8,""attack"":8,""defense"":10,""special_attack"":9,""special_defense"":10,""speed"":5}","{""raw"":""1' 4\"" / 0.4m (Small)"",""meters"":0.4,""size_class"":""Small""}","{""raw"":""12.8 lbs / 5.8kg (1)"",""kg"":5.8,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Plant""]","[""Forest"",""Grassland"",""Marsh"",""Rainforest""]",gen8,175,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bellsprout,Bellsprout,,,,,,,,True,True,complete,"[""Grass"",""Poison""]","{""hp"":5,""attack"":8,""defense"":4,""special_attack"":7,""special_defense"":3,""speed"":4}","{""raw"":""2' 4\"" / 0.7m (Small)"",""meters"":0.7,""size_class"":""Small""}","{""raw"":""8.8 lbs / 4kg (1)"",""kg"":4.0,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Plant""]","[""Forest"",""Marsh"",""Rainforest""]",gen8,176,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bergmite,Bergmite,,,,,,,,True,True,complete,"[""Ice""]","{""hp"":6,""attack"":7,""defense"":9,""special_attack"":3,""special_defense"":4,""speed"":3}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""219.4 lbs / 99.5kg (4)"",""kg"":99.5,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Monster""]","[""Mountain"",""Taiga"",""Tundra""]",gen8,509,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bewear,Bewear,,,,,,,,True,True,complete,"[""Normal"",""Fighting""]","{""hp"":12,""attack"":13,""defense"":8,""special_attack"":6,""special_defense"":6,""speed"":6}","{""raw"":""6' 11\"" / 2.1m (Large)"",""meters"":2.1,""size_class"":""Large""}","{""raw"":""297.6 lbs / 135kg (5)"",""kg"":135.0,""weight_class"":5}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Forest"",""Grassland""]",gen8,560,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bibarel,Bibarel,,,,,,,,True,True,complete,"[""Normal"",""Water""]","{""hp"":8,""attack"":9,""defense"":6,""special_attack"":6,""special_defense"":6,""speed"":7}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""69.4 lbs / 31.5kg (3)"",""kg"":31.5,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 1"",""Field""]","[""Forest"",""Grassland"",""Marsh""]",gen8,542,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bidoof,Bidoof,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":6,""attack"":5,""defense"":4,""special_attack"":4,""special_defense"":4,""speed"":3}","{""raw"":""1' 8\"" / 0.5m (Small)"",""meters"":0.5,""size_class"":""Small""}","{""raw"":""44.1 lbs / 20kg (2)"",""kg"":20.0,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 1"",""Field""]","[""Forest"",""Grassland"",""Marsh""]",gen8,541,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
binacle,Binacle,,,,,,,,True,True,complete,"[""Rock"",""Water""]","{""hp"":4,""attack"":5,""defense"":7,""special_attack"":4,""special_defense"":6,""speed"":5}","{""raw"":""1' 8\"" / 0.5m (Small)"",""meters"":0.5,""size_class"":""Small""}","{""raw"":""68.3 lbs / 31kg (3)"",""kg"":31.0,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 1"",""Water 3""]","[""Beach"",""Ocean""]",gen8,613,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bisharp,Bisharp,,,,,,,,True,True,complete,"[""Dark"",""Steel""]","{""hp"":7,""attack"":13,""defense"":10,""special_attack"":6,""special_defense"":7,""speed"":7}","{""raw"":""5' 3\"" / 1.6m (Medium)"",""meters"":1.6,""size_class"":""Medium""}","{""raw"":""154.3 lbs / 70kg (4)"",""kg"":70.0,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Humanshape""]","[""Cave"",""Mountain""]",gen8,359,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
blacephalon,Blacephalon,,,,,,,,True,True,complete,"[""Fire"",""Ghost""]","{""hp"":5,""attack"":13,""defense"":5,""special_attack"":15,""special_defense"":8,""speed"":11}","{""raw"":""5' 11\"" / 1.8m (Medium)"",""meters"":1.8,""size_class"":""Medium""}","{""raw"":""28.7 lbs / 13kg (2)"",""kg"":13.0,""weight_class"":2}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Ultra Space""]",gen8,957,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
blastoise,Blastoise,,,,,,,,True,True,complete,"[""Water""]","{""hp"":8,""attack"":8,""defense"":10,""special_attack"":9,""special_defense"":11,""speed"":8}","{""raw"":""5' 3\"" / 1.6m (Medium)"",""meters"":1.6,""size_class"":""Medium""}","{""raw"":""188.5 lbs / 85.5kg (4)"",""kg"":85.5,""weight_class"":4}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Monster"",""Water 1""]","[""Beach"",""Freshwater"",""Ocean""]",gen8,66,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
blaziken,Blaziken,,,,,,,,True,True,complete,"[""Fire"",""Fighting""]","{""hp"":8,""attack"":12,""defense"":7,""special_attack"":11,""special_defense"":7,""speed"":8}","{""raw"":""6' 3\"" / 1.9m (Medium)"",""meters"":1.9,""size_class"":""Medium""}","{""raw"":""114.6 lbs / 52kg (4)"",""kg"":52.0,""weight_class"":4}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Field""]","[""Grassland""]",gen8,48,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
blipbug,Blipbug,,,,,,,,True,True,complete,"[""Bug""]","{""hp"":3,""attack"":2,""defense"":2,""special_attack"":3,""special_defense"":5,""speed"":5}","{""raw"":""1' 4\"" / 0.4m (Small)"",""meters"":0.4,""size_class"":""Small""}","{""raw"":""17.6 lbs / 8kg (1)"",""kg"":8.0,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Bug""]","[""Grassland""]",gen8,111,False,"{""unresolved_abilities"":0,""unresolved_move_references"":1,""unresolved_capabilities"":0}"
blissey,Blissey,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":26,""attack"":1,""defense"":1,""special_attack"":8,""special_defense"":14,""speed"":6}","{""raw"":""4' 11\"" / 1.5m (Medium)"",""meters"":1.5,""size_class"":""Medium""}","{""raw"":""103.2 lbs / 46.8kg (3)"",""kg"":46.8,""weight_class"":3}","{""raw"":""0% M / 100% F"",""male_percent"":0.0,""female_percent"":100.0,""genderless"":false}","[""Fairy""]","[""Grassland"",""Urban""]",gen8,217,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
blitzle,Blitzle,,,,,,,,True,True,complete,"[""Electric""]","{""hp"":5,""attack"":6,""defense"":3,""special_attack"":5,""special_defense"":3,""speed"":8}","{""raw"":""2' 7\"" / 0.8m (Small)"",""meters"":0.8,""size_class"":""Small""}","{""raw"":""65.7 lbs / 29.8kg (3)"",""kg"":29.8,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Grassland""]",gen8,370,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
boldore,Boldore,,,,,,,,True,True,complete,"[""Rock""]","{""hp"":7,""attack"":11,""defense"":11,""special_attack"":5,""special_defense"":4,""speed"":2}","{""raw"":""2' 11\"" / 0.9m (Medium)"",""meters"":0.9,""size_class"":""Medium""}","{""raw"":""224.9 lbs / 102kg (5)"",""kg"":102.0,""weight_class"":5}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Mineral""]","[""Cave"",""Mountain""]",gen8,272,False,"{""unresolved_abilities"":1,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
boltund,Boltund,,,,,,,,True,True,complete,"[""Electric""]","{""hp"":7,""attack"":9,""defense"":6,""special_attack"":9,""special_defense"":6,""speed"":12}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""75 lbs / 34kg (3)"",""kg"":34.0,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Grassland"",""Urban""]",gen8,375,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bonsly,Bonsly,,,,,,,,True,True,complete,"[""Rock""]","{""hp"":5,""attack"":8,""defense"":10,""special_attack"":1,""special_defense"":5,""speed"":1}","{""raw"":""1' 8\"" / 0.5m (Small)"",""meters"":0.5,""size_class"":""Small""}","{""raw"":""33.1 lbs / 15kg (2)"",""kg"":15.0,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Mineral""]","[""Desert"",""Grassland"",""Taiga""]",gen8,611,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bouffalant,Bouffalant,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":10,""attack"":11,""defense"":10,""special_attack"":4,""special_defense"":10,""speed"":6}","{""raw"":""5' 3\"" / 1.6m (Medium)"",""meters"":1.6,""size_class"":""Medium""}","{""raw"":""208.3 lbs / 94.5kg (4)"",""kg"":94.5,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Grassland""]",gen8,739,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bounsweet,Bounsweet,,,,,,,,True,True,complete,"[""Grass""]","{""hp"":4,""attack"":3,""defense"":4,""special_attack"":3,""special_defense"":4,""speed"":3}","{""raw"":""0' 4\"" / 0.1m (Small)"",""meters"":0.1,""size_class"":""Small""}","{""raw"":""1.3 lbs / 0.6kg (1)"",""kg"":0.6,""weight_class"":1}","{""raw"":""0% M / 100% F"",""male_percent"":0.0,""female_percent"":100.0,""genderless"":false}","[""Plant""]","[""Forest"",""Rainforest""]",gen8,188,False,"{""unresolved_abilities"":0,""unresolved_move_references"":6,""unresolved_capabilities"":0}"
braixen,Braixen,,,,,,,,True,True,complete,"[""Fire""]","{""hp"":6,""attack"":6,""defense"":6,""special_attack"":9,""special_defense"":7,""speed"":7}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""32 lbs / 14.5kg (2)"",""kg"":14.5,""weight_class"":2}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Field""]","[""Forest"",""Grassland"",""Urban""]",gen8,56,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
braviary,Braviary,,,,,,,,True,True,complete,"[""Normal"",""Flying""]","{""hp"":10,""attack"":12,""defense"":8,""special_attack"":6,""special_defense"":8,""speed"":8}","{""raw"":""4' 11\"" / 1.5m (Medium)"",""meters"":1.5,""size_class"":""Medium""}","{""raw"":""90.4 lbs / 41kg (3)"",""kg"":41.0,""weight_class"":3}","{""raw"":""100% M / 0% F"",""male_percent"":100.0,""female_percent"":0.0,""genderless"":false}","[""Flying""]","[""Forest"",""Mountain""]",gen8,554,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
breloom,Breloom,,,,,,,,True,True,complete,"[""Grass"",""Fighting""]","{""hp"":6,""attack"":13,""defense"":8,""special_attack"":6,""special_defense"":6,""speed"":7}","{""raw"":""3' 11\"" / 1.2m (Medium)"",""meters"":1.2,""size_class"":""Medium""}","{""raw"":""86.4 lbs / 39.2kg (3)"",""kg"":39.2,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Fairy"",""Plant""]","[""Forest"",""Marsh"",""Rainforest""]",gen8,451,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
brionne,Brionne,,,,,,,,True,True,complete,"[""Water""]","{""hp"":6,""attack"":7,""defense"":7,""special_attack"":9,""special_defense"":8,""speed"":5}","{""raw"":""2' 0\"" / 0.6m (Small)"",""meters"":0.6,""size_class"":""Small""}","{""raw"":""38.6 lbs / 17.5kg (2)"",""kg"":17.5,""weight_class"":2}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Water 1"",""Field""]","[""Beach"",""Ocean""]",gen8,83,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
bronzong,Bronzong,,,,,,,,True,True,complete,"[""Steel"",""Psychic""]","{""hp"":7,""attack"":9,""defense"":12,""special_attack"":8,""special_defense"":12,""speed"":3}","{""raw"":""4' 3\"" / 1.3m (Medium)"",""meters"":1.3,""size_class"":""Medium""}","{""raw"":""412.3 lbs / 187kg (5)"",""kg"":187.0,""weight_class"":5}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""Mineral""]","[""Cave"",""Mountain""]",gen8,620,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":1}"
