national_dex_number,display_name,species_key,generation,types,definition_id,mechanical_completeness,enabled_for_character_creation,source_ids,official_number_status
,Bunnelby,bunnelby,,"[""Normal""]",bunnelby,complete,True,"[""gen8""]",
,Burmy,burmy,,"[""Bug""]",burmy,complete,True,"[""gen8""]",
,Butterfree,butterfree,,"[""Bug"",""Flying""]",butterfree,complete,True,"[""gen8""]",
,Buzzwole,buzzwole,,"[""Bug"",""Fighting""]",buzzwole,complete,True,"[""gen8""]",
,CORSOLA Galar,corsolagalar,,"[""Ghost""]",corsola-galar,complete,True,"[""gen8""]",
,Cacnea,cacnea,,"[""Grass""]",cacnea,complete,True,"[""gen8""]",
,Cacturne,cacturne,,"[""Grass"",""Dark""]",cacturne,complete,True,"[""gen8""]",
,Camerupt,camerupt,,"[""Fire"",""Ground""]",camerupt,complete,True,"[""gen8""]",
,Carbink,carbink,,"[""Rock"",""Fairy""]",carbink,complete,True,"[""gen8""]",
,Carkol,carkol,,"[""Rock"",""Fire""]",carkol,complete,True,"[""gen8""]",
,Carnivine,carnivine,,"[""Grass""]",carnivine,complete,True,"[""gen8""]",
,Carracosta,carracosta,,"[""Rock"",""Water""]",carracosta,complete,True,"[""gen8""]",
,Carvanha,carvanha,,"[""Water"",""Dark""]",carvanha,complete,True,"[""gen8""]",
,Cascoon,cascoon,,"[""Bug""]",cascoon,complete,True,"[""gen8""]",
,Castform,castform,,"[""Normal""]",castform,complete,True,"[""gen8""]",
,Caterpie,caterpie,,"[""Bug""]",caterpie,complete,True,"[""gen8""]",
,Celebi,celebi,,"[""Psychic"",""Grass""]",celebi,complete,True,"[""gen8""]",
,Celesteela,celesteela,,"[""Steel"",""Flying""]",celesteela,complete,True,"[""gen8""]",
,Centiskorch,centiskorch,,"[""Fire"",""Bug""]",centiskorch,complete,True,"[""gen8""]",
,Chandelure,chandelure,,"[""Ghost"",""Fire""]",chandelure,complete,True,"[""gen8""]",
,Chansey,chansey,,"[""Normal""]",chansey,complete,True,"[""gen8""]",
,Charizard,charizard,,"[""Fire"",""Flying""]",charizard,complete,True,"[""gen8""]",
,Charjabug,charjabug,,"[""Bug"",""Electric""]",charjabug,complete,True,"[""gen8""]",
,Charmander,charmander,,"[""Fire""]",charmander,complete,True,"[""gen8""]",
,Charmeleon,charmeleon,,"[""Fire""]",charmeleon,complete,True,"[""gen8""]",
,Chatot,chatot,,"[""Normal"",""Flying""]",chatot,complete,True,"[""gen8""]",
,Cherrim,cherrim,,"[""Grass""]",cherrim,complete,True,"[""gen8""]",
,Cherubi,cherubi,,"[""Grass""]",cherubi,complete,True,"[""gen8""]",
,Chesnaught,chesnaught,,"[""Grass"",""Fighting""]",chesnaught,complete,True,"[""gen8""]",
,Chespin,chespin,,"[""Grass""]",chespin,complete,True,"[""gen8""]",
,Chewtle,chewtle,,"[""Water""]",chewtle,complete,True,"[""gen8""]",
,Chikorita,chikorita,,"[""Grass""]",chikorita,complete,True,"[""gen8""]",
,Chimchar,chimchar,,"[""Fire""]",chimchar,complete,True,"[""gen8""]",
,Chimecho,chimecho,,"[""Psychic""]",chimecho,complete,True,"[""gen8""]",
,Chinchou,chinchou,,"[""Water"",""Electric""]",chinchou,complete,True,"[""gen8""]",
,Chingling,chingling,,"[""Psychic""]",chingling,complete,True,"[""gen8""]",
,Cinccino,cinccino,,"[""Normal""]",cinccino,complete,True,"[""gen8""]",
,Cinderace,cinderace,,"[""Fire""]",cinderace,complete,True,"[""gen8""]",
,Clamperl,clamperl,,"[""Water""]",clamperl,complete,True,"[""gen8""]",
,Clauncher,clauncher,,"[""Water""]",clauncher,complete,True,"[""gen8""]",
,Clawitzer,clawitzer,,"[""Water""]",clawitzer,complete,True,"[""gen8""]",
,Claydol,claydol,,"[""Ground"",""Psychic""]",claydol,complete,True,"[""gen8""]",
,Clefable,clefable,,"[""Fairy""]",clefable,complete,True,"[""gen8""]",
,Clefairy,clefairy,,"[""Fairy""]",clefairy,complete,True,"[""gen8""]",
,Cleffa,cleffa,,"[""Fairy""]",cleffa,complete,True,"[""gen8""]",
,Clobbopus,clobbopus,,"[""Fighting""]",clobbopus,complete,True,"[""gen8""]",
,Cloyster,cloyster,,"[""Water"",""Ice""]",cloyster,complete,True,"[""gen8""]",
,Coalossal,coalossal,,"[""Rock"",""Fire""]",coalossal,complete,True,"[""gen8""]",
,Cobalion,cobalion,,"[""Steel"",""Fighting""]",cobalion,complete,True,"[""gen8""]",
,Cofagrigus,cofagrigus,,"[""Ghost""]",cofagrigus,complete,True,"[""gen8""]",
,Combee,combee,,"[""Bug"",""Flying""]",combee,complete,True,"[""gen8""]",
,Combusken,combusken,,"[""Fire"",""Fighting""]",combusken,complete,True,"[""gen8""]",
,Comfey,comfey,,"[""Fairy""]",comfey,complete,True,"[""gen8""]",
,Conkeldurr,conkeldurr,,"[""Fighting""]",conkeldurr,complete,True,"[""gen8""]",
,Copperajah,copperajah,,"[""Steel""]",copperajah,complete,True,"[""gen8""]",
,Corphish,corphish,,"[""Water""]",corphish,complete,True,"[""gen8""]",
,Corsola,corsola,,"[""Water"",""Rock""]",corsola,complete,True,"[""gen8""]",
,Corviknight,corviknight,,"[""Flying"",""Steel""]",corviknight,complete,True,"[""gen8""]",
,Corvisquire,corvisquire,,"[""Flying""]",corvisquire,complete,True,"[""gen8""]",
,Cosmoem,cosmoem,,"[""Psychic""]",cosmoem,complete,True,"[""gen8""]",
,Cosmog,cosmog,,"[""Psychic""]",cosmog,complete,True,"[""gen8""]",
,Cottonee,cottonee,,"[""Grass"",""Fairy""]",cottonee,complete,True,"[""gen8""]",
,Crabominable,crabominable,,"[""Fighting"",""Ice""]",crabominable,complete,True,"[""gen8""]",
,Crabrawler,crabrawler,,"[""Fighting""]",crabrawler,complete,True,"[""gen8""]",
,Cradily,cradily,,"[""Rock"",""Grass""]",cradily,complete,True,"[""gen8""]",
,Cramorant,cramorant,,"[""Flying"",""Water""]",cramorant,complete,True,"[""gen8""]",
,Cranidos,cranidos,,"[""Rock""]",cranidos,complete,True,"[""gen8""]",
,Crawdaunt,crawdaunt,,"[""Water"",""Dark""]",crawdaunt,complete,True,"[""gen8""]",
,Cresselia,cresselia,,"[""Psychic""]",cresselia,complete,True,"[""gen8""]",
,Croagunk,croagunk,,"[""Poison"",""Fighting""]",croagunk,complete,True,"[""gen8""]",
,Crobat,crobat,,"[""Poison"",""Flying""]",crobat,complete,True,"[""gen8""]",
,Croconaw,croconaw,,"[""Water""]",croconaw,complete,True,"[""gen8""]",
,Crustle,crustle,,"[""Bug"",""Rock""]",crustle,complete,True,"[""gen8""]",
,Cryogonal,cryogonal,,"[""Ice""]",cryogonal,complete,True,"[""gen8""]",
,Cubchoo,cubchoo,,"[""Ice""]",cubchoo,complete,True,"[""gen8""]",
,Cubone,cubone,,"[""Ground""]",cubone,complete,True,"[""gen8""]",
,Cufant,cufant,,"[""Steel""]",cufant,complete,True,"[""gen8""]",
,Cursola,cursola,,"[""Ghost""]",cursola,complete,True,"[""gen8""]",
,Cutiefly,cutiefly,,"[""Bug"",""Fairy""]",cutiefly,complete,True,"[""gen8""]",
,Cyndaquil,cyndaquil,,"[""Fire""]",cyndaquil,complete,True,"[""gen8""]",
,"DARMANITAN Galar, Standard Mode",darmanitangalarstandardmode,,"[""Ice""]",darmanitan-galar-standard-mode,complete,True,"[""gen8""]",
,"DARMANITAN Galar, Zen Mode",darmanitangalarzenmode,,"[""Ice"",""Fire""]",darmanitan-galar-zen-mode,complete,True,"[""gen8""]",
,DARMANITAN Standard Mode,darmanitanstandardmode,,"[""Fire""]",darmanitan-standard-mode,complete,True,"[""gen8""]",
,DARMANITAN Zen Mode,darmanitanzenmode,,"[""Fire"",""Psychic""]",darmanitan-zen-mode,complete,True,"[""gen8""]",
,DARUMAKA Galar,darumakagalar,,"[""Ice""]",darumaka-galar,complete,True,"[""gen8""]",
,DEOXYS Attack Forme,deoxysattackforme,,"[""Psychic""]",deoxys-attack-forme,complete,True,"[""gen8""]",
,DEOXYS Defense Forme,deoxysdefenseforme,,"[""Psychic""]",deoxys-defense-forme,complete,True,"[""gen8""]",
,DEOXYS Normal Forme,deoxysnormalforme,,"[""Psychic""]",deoxys-normal-forme,complete,True,"[""gen8""]",
,DEOXYS Speed Forme,deoxysspeedforme,,"[""Psychic""]",deoxys-speed-forme,complete,True,"[""gen8""]",
,DIGLETT Alola,diglettalola,,"[""Ground"",""Steel""]",diglett-alola,complete,True,"[""gen8""]",
,DUGTRIO Alola,dugtrioalola,,"[""Ground"",""Steel""]",dugtrio-alola,complete,True,"[""gen8""]",
,Darkrai,darkrai,,"[""Dark""]",darkrai,complete,True,"[""gen8""]",
,Dartrix,dartrix,,"[""Grass"",""Flying""]",dartrix,complete,True,"[""gen8""]",
,Darumaka,darumaka,,"[""Fire""]",darumaka,complete,True,"[""gen8""]",
,Decidueye,decidueye,,"[""Grass"",""Ghost""]",decidueye,complete,True,"[""gen8""]",
,Dedenne,dedenne,,"[""Electric"",""Fairy""]",dedenne,complete,True,"[""gen8""]",
,Deerling,deerling,,"[""Normal"",""Grass""]",deerling,complete,True,"[""gen8""]",
,Deino,deino,,"[""Dark"",""Dragon""]",deino,complete,True,"[""gen8""]",
,Delcatty,delcatty,,"[""Normal""]",delcatty,complete,True,"[""gen8""]",
,Delibird,delibird,,"[""Ice"",""Flying""]",delibird,complete,True,"[""gen8""]",
,Delphox,delphox,,"[""Fire"",""Psychic""]",delphox,complete,True,"[""gen8""]",
,Dewgong,dewgong,,"[""Water"",""Ice""]",dewgong,complete,True,"[""gen8""]",
,Dewott,dewott,,"[""Water""]",dewott,complete,True,"[""gen8""]",
,Dewpider,dewpider,,"[""Water"",""Bug""]",dewpider,complete,True,"[""gen8""]",
,Dhelmise,dhelmise,,"[""Ghost"",""Grass""]",dhelmise,complete,True,"[""gen8""]",
,Dialga,dialga,,"[""Steel"",""Dragon""]",dialga,complete,True,"[""gen8""]",
,Diancie,diancie,,"[""Rock"",""Fairy""]",diancie,complete,True,"[""gen8""]",
,Diggersby,diggersby,,"[""Normal"",""Ground""]",diggersby,complete,True,"[""gen8""]",
,Diglett,diglett,,"[""Ground""]",diglett,complete,True,"[""gen8""]",
,Ditto,ditto,,"[""Normal""]",ditto,complete,True,"[""gen8""]",
,Dodrio,dodrio,,"[""Normal"",""Flying""]",dodrio,complete,True,"[""gen8""]",
,Doduo,doduo,,"[""Normal"",""Flying""]",doduo,complete,True,"[""gen8""]",
,Donphan,donphan,,"[""Ground""]",donphan,complete,True,"[""gen8""]",
,Dottler,dottler,,"[""Bug"",""Psychic""]",dottler,complete,True,"[""gen8""]",
,Doublade,doublade,,"[""Steel"",""Ghost""]",doublade,complete,True,"[""gen8""]",
,Dracovish,dracovish,,"[""Water"",""Dragon""]",dracovish,complete,True,"[""gen8""]",
,Dracozolt,dracozolt,,"[""Electric"",""Dragon""]",dracozolt,complete,True,"[""gen8""]",
,Dragalge,dragalge,,"[""Poison"",""Dragon""]",dragalge,complete,True,"[""gen8""]",
,Dragapult,dragapult,,"[""Dragon"",""Ghost""]",dragapult,complete,True,"[""gen8""]",
,Dragonair,dragonair,,"[""Dragon""]",dragonair,complete,True,"[""gen8""]",
,Dragonite,dragonite,,"[""Dragon"",""Flying""]",dragonite,complete,True,"[""gen8""]",
,Drakloak,drakloak,,"[""Dragon"",""Ghost""]",drakloak,complete,True,"[""gen8""]",
,Drampa,drampa,,"[""Normal"",""Dragon""]",drampa,complete,True,"[""gen8""]",
,Drapion,drapion,,"[""Poison"",""Dark""]",drapion,complete,True,"[""gen8""]",
,Dratini,dratini,,"[""Dragon""]",dratini,complete,True,"[""gen8""]",
,Drednaw,drednaw,,"[""Water"",""Rock""]",drednaw,complete,True,"[""gen8""]",
,Dreepy,dreepy,,"[""Dragon"",""Ghost""]",dreepy,complete,True,"[""gen8""]",
,Drifblim,drifblim,,"[""Ghost"",""Flying""]",drifblim,complete,True,"[""gen8""]",
,Drifloon,drifloon,,"[""Ghost"",""Flying""]",drifloon,complete,True,"[""gen8""]",
,Drilbur,drilbur,,"[""Ground""]",drilbur,complete,True,"[""gen8""]",
,Drizzile,drizzile,,"[""Water""]",drizzile,complete,True,"[""gen8""]",
,Drowzee,drowzee,,"[""Psychic""]",drowzee,complete,True,"[""gen8""]",
,Druddigon,druddigon,,"[""Dragon""]",druddigon,complete,True,"[""gen8""]",
,Dubwool,dubwool,,"[""Normal""]",dubwool,complete,True,"[""gen8""]",
,Ducklett,ducklett,,"[""Water"",""Flying""]",ducklett,complete,True,"[""gen8""]",
,Dugtrio,dugtrio,,"[""Ground""]",dugtrio,complete,True,"[""gen8""]",
,Dunsparce,dunsparce,,"[""Normal""]",dunsparce,complete,True,"[""gen8""]",
,Duosion,duosion,,"[""Psychic""]",duosion,complete,True,"[""gen8""]",
,Duraludon,duraludon,,"[""Steel"",""Dragon""]",duraludon,complete,True,"[""gen8""]",
,Durant,durant,,"[""Bug"",""Steel""]",durant,complete,True,"[""gen8""]",
,Dusclops,dusclops,,"[""Ghost""]",dusclops,complete,True,"[""gen8""]",
,Dusknoir,dusknoir,,"[""Ghost""]",dusknoir,complete,True,"[""gen8""]",
,Duskull,duskull,,"[""Ghost""]",duskull,complete,True,"[""gen8""]",
,Dustox,dustox,,"[""Bug"",""Poison""]",dustox,complete,True,"[""gen8""]",
,Dwebble,dwebble,,"[""Bug"",""Rock""]",dwebble,complete,True,"[""gen8""]",
,EISCUE Ice Face,eiscueiceface,,"[""Ice""]",eiscue-ice-face,complete,True,"[""gen8""]",
,EISCUE Noice Face,eiscuenoiceface,,"[""Ice""]",eiscue-noice-face,complete,True,"[""gen8""]",
,EXEGGUTOR Alola,exeggutoralola,,"[""Grass"",""Dragon""]",exeggutor-alola,complete,True,"[""gen8""]",
,Eelektrik,eelektrik,,"[""Electric""]",eelektrik,complete,True,"[""gen8""]",
,Eelektross,eelektross,,"[""Electric""]",eelektross,complete,True,"[""gen8""]",
,Eevee,eevee,,"[""Normal""]",eevee,complete,True,"[""gen8""]",
,Ekans,ekans,,"[""Poison""]",ekans,complete,True,"[""gen8""]",
,Eldegoss,eldegoss,,"[""Grass""]",eldegoss,complete,True,"[""gen8""]",
,Electabuzz,electabuzz,,"[""Electric""]",electabuzz,complete,True,"[""gen8""]",
,Electivire,electivire,,"[""Electric""]",electivire,complete,True,"[""gen8""]",
,Electrike,electrike,,"[""Electric""]",electrike,complete,True,"[""gen8""]",
,Electrode,electrode,,"[""Electric""]",electrode,complete,True,"[""gen8""]",
,Elekid,elekid,,"[""Electric""]",elekid,complete,True,"[""gen8""]",
,Elgyem,elgyem,,"[""Psychic""]",elgyem,complete,True,"[""gen8""]",
,Emboar,emboar,,"[""Fire"",""Fighting""]",emboar,complete,True,"[""gen8""]",
,Emolga,emolga,,"[""Electric"",""Flying""]",emolga,complete,True,"[""gen8""]",
,Empoleon,empoleon,,"[""Water"",""Steel""]",empoleon,complete,True,"[""gen8""]",
,Entei,entei,,"[""Fire""]",entei,complete,True,"[""gen8""]",
,Escavalier,escavalier,,"[""Bug"",""Steel""]",escavalier,complete,True,"[""gen8""]",
,Espeon,espeon,,"[""Psychic""]",espeon,complete,True,"[""gen8""]",
,Espurr,espurr,,"[""Psychic""]",espurr,complete,True,"[""gen8""]",
,Eternatus,eternatus,,"[""Poison"",""Dragon""]",eternatus,complete,True,"[""gen8""]",
,Excadrill,excadrill,,"[""Ground"",""Steel""]",excadrill,complete,True,"[""gen8""]",
,Exeggcute,exeggcute,,"[""Grass"",""Psychic""]",exeggcute,complete,True,"[""gen8""]",
,Exeggutor,exeggutor,,"[""Grass"",""Psychic""]",exeggutor,complete,True,"[""gen8""]",
,Exploud,exploud,,"[""Normal""]",exploud,complete,True,"[""gen8""]",
,FARFETCH’D Galar,farfetchdgalar,,"[""Fighting""]",farfetchd-galar,complete,True,"[""gen8""]",
,FLABÉBÉ,flabebe,,"[""Fairy""]",flabebe,complete,True,"[""gen8""]",
,Falinks,falinks,,"[""Fighting""]",falinks,complete,True,"[""gen8""]",
,Farfetch’D,farfetchd,,"[""Normal"",""Flying""]",farfetchd,complete,True,"[""gen8""]",
,Fearow,fearow,,"[""Normal"",""Flying""]",fearow,complete,True,"[""gen8""]",
,Feebas,feebas,,"[""Water""]",feebas,complete,True,"[""gen8""]",
,Fennekin,fennekin,,"[""Fire""]",fennekin,complete,True,"[""gen8""]",
,Feraligatr,feraligatr,,"[""Water""]",feraligatr,complete,True,"[""gen8""]",
,Ferroseed,ferroseed,,"[""Grass"",""Steel""]",ferroseed,complete,True,"[""gen8""]",
,Ferrothorn,ferrothorn,,"[""Grass"",""Steel""]",ferrothorn,complete,True,"[""gen8""]",
,Finneon,finneon,,"[""Water""]",finneon,complete,True,"[""gen8""]",
,Flaaffy,flaaffy,,"[""Electric""]",flaaffy,complete,True,"[""gen8""]",
,Flapple,flapple,,"[""Grass"",""Dragon""]",flapple,complete,True,"[""gen8""]",
,Flareon,flareon,,"[""Fire""]",flareon,complete,True,"[""gen8""]",
,Fletchinder,fletchinder,,"[""Fire"",""Flying""]",fletchinder,complete,True,"[""gen8""]",
,Fletchling,fletchling,,"[""Normal"",""Flying""]",fletchling,complete,True,"[""gen8""]",
,Floatzel,floatzel,,"[""Water""]",floatzel,complete,True,"[""gen8""]",
,Floette,floette,,"[""Fairy""]",floette,complete,True,"[""gen8""]",
,Florges,florges,,"[""Fairy""]",florges,complete,True,"[""gen8""]",
,Flygon,flygon,,"[""Ground"",""Dragon""]",flygon,complete,True,"[""gen8""]",
,Fomantis,fomantis,,"[""Grass""]",fomantis,complete,True,"[""gen8""]",
,Foongus,foongus,,"[""Grass"",""Poison""]",foongus,complete,True,"[""gen8""]",
,Forretress,forretress,,"[""Bug"",""Steel""]",forretress,complete,True,"[""gen8""]",
,Fraxure,fraxure,,"[""Dragon""]",fraxure,complete,True,"[""gen8""]",
,Frillish,frillish,,"[""Water"",""Ghost""]",frillish,complete,True,"[""gen8""]",
,Froakie,froakie,,"[""Water""]",froakie,complete,True,"[""gen8""]",
,Frogadier,frogadier,,"[""Water""]",frogadier,complete,True,"[""gen8""]",
,Froslass,froslass,,"[""Ice"",""Ghost""]",froslass,complete,True,"[""gen8""]",
,Frosmoth,frosmoth,,"[""Ice"",""Bug""]",frosmoth,complete,True,"[""gen8""]",
,Furfrou,furfrou,,"[""Normal""]",furfrou,complete,True,"[""gen8""]",
,Furret,furret,,"[""Normal""]",furret,complete,True,"[""gen8""]",
,GEODUDE Alola,geodudealola,,"[""Rock"",""Electric""]",geodude-alola,complete,True,"[""gen8""]",
,GIRATINA Altered Forme,giratinaalteredforme,,"[""Ghost"",""Dragon""]",giratina-altered-forme,complete,True,"[""gen8""]",
,GIRATINA Origin Forme,giratinaoriginforme,,"[""Ghost"",""Dragon""]",giratina-origin-forme,complete,True,"[""gen8""]",
,GOLEM Alola,golemalola,,"[""Rock"",""Electric""]",golem-alola,complete,True,"[""gen8""]",
,GRAVELER Alola,graveleralola,,"[""Rock"",""Electric""]",graveler-alola,complete,True,"[""gen8""]",
,GRIMER Alola,grimeralola,,"[""Poison"",""Dark""]",grimer-alola,complete,True,"[""gen8""]",
,Gabite,gabite,,"[""Dragon"",""Ground""]",gabite,complete,True,"[""gen8""]",
,Gallade,gallade,,"[""Psychic"",""Fighting""]",gallade,complete,True,"[""gen8""]",
,Galvantula,galvantula,,"[""Bug"",""Electric""]",galvantula,complete,True,"[""gen8""]",
,Garbodor,garbodor,,"[""Poison""]",garbodor,complete,True,"[""gen8""]",
,Garchomp,garchomp,,"[""Dragon"",""Ground""]",garchomp,complete,True,"[""gen8""]",
,Gardevoir,gardevoir,,"[""Psychic"",""Fairy""]",gardevoir,complete,True,"[""gen8""]",
,Gastly,gastly,,"[""Ghost"",""Poison""]",gastly,complete,True,"[""gen8""]",
,Gastrodon,gastrodon,,"[""Water"",""Ground""]",gastrodon,complete,True,"[""gen8""]",
,Gecqua,gecqua,10,"[""Water""]",gecqua,external_stub,False,"[""pokemon_winds_waves"",""bulbapedia_natdex_2026""]",unassigned_announced_species
,Genesect,genesect,,"[""Bug"",""Steel""]",genesect,complete,True,"[""gen8""]",
,Gengar,gengar,,"[""Ghost"",""Poison""]",gengar,complete,True,"[""gen8""]",
,Geodude,geodude,,"[""Rock"",""Ground""]",geodude,complete,True,"[""gen8""]",
,Gible,gible,,"[""Dragon"",""Ground""]",gible,complete,True,"[""gen8""]",
,Gigalith,gigalith,,"[""Rock""]",gigalith,complete,True,"[""gen8""]",
,Girafarig,girafarig,,"[""Normal"",""Psychic""]",girafarig,complete,True,"[""gen8""]",
,Glaceon,glaceon,,"[""Ice""]",glaceon,complete,True,"[""gen8""]",
,Glalie,glalie,,"[""Ice""]",glalie,complete,True,"[""gen8""]",
,Glameow,glameow,,"[""Normal""]",glameow,complete,True,"[""gen8""]",
,Gligar,gligar,,"[""Ground"",""Flying""]",gligar,complete,True,"[""gen8""]",
,Gliscor,gliscor,,"[""Ground"",""Flying""]",gliscor,complete,True,"[""gen8""]",
,Gloom,gloom,,"[""Grass"",""Poison""]",gloom,complete,True,"[""gen8""]",
,Gogoat,gogoat,,"[""Grass""]",gogoat,complete,True,"[""gen8""]",
,Golbat,golbat,,"[""Poison"",""Flying""]",golbat,complete,True,"[""gen8""]",
,Goldeen,goldeen,,"[""Water""]",goldeen,complete,True,"[""gen8""]",
,Golduck,golduck,,"[""Water""]",golduck,complete,True,"[""gen8""]",
,Golem,golem,,"[""Rock"",""Ground""]",golem,complete,True,"[""gen8""]",
,Golett,golett,,"[""Ground"",""Ghost""]",golett,complete,True,"[""gen8""]",
,Golisopod,golisopod,,"[""Bug"",""Water""]",golisopod,complete,True,"[""gen8""]",
,Golurk,golurk,,"[""Ground"",""Ghost""]",golurk,complete,True,"[""gen8""]",
,Goodra,goodra,,"[""Dragon""]",goodra,complete,True,"[""gen8""]",
,Goomy,goomy,,"[""Dragon""]",goomy,complete,True,"[""gen8""]",
,Gorebyss,gorebyss,,"[""Water""]",gorebyss,complete,True,"[""gen8""]",
,Gossifleur,gossifleur,,"[""Grass""]",gossifleur,complete,True,"[""gen8""]",
,Gothita,gothita,,"[""Psychic""]",gothita,complete,True,"[""gen8""]",
,Gothitelle,gothitelle,,"[""Psychic""]",gothitelle,complete,True,"[""gen8""]",
,Gothorita,gothorita,,"[""Psychic""]",gothorita,complete,True,"[""gen8""]",
,Gourgeist,gourgeist,,"[""Ghost"",""Grass""]",gourgeist,complete,True,"[""gen8""]",
,Granbull,granbull,,"[""Fairy""]",granbull,complete,True,"[""gen8""]",
,Grapploct,grapploct,,"[""Fighting""]",grapploct,complete,True,"[""gen8""]",
,Graveler,graveler,,"[""Rock"",""Ground""]",graveler,complete,True,"[""gen8""]",
,Greedent,greedent,,"[""Normal""]",greedent,complete,True,"[""gen8""]",
,Greninja,greninja,,"[""Water"",""Dark""]",greninja,complete,True,"[""gen8""]",
,Grimer,grimer,,"[""Poison""]",grimer,complete,True,"[""gen8""]",
,Grimmsnarl,grimmsnarl,,"[""Dark"",""Fairy""]",grimmsnarl,complete,True,"[""gen8""]",
,Grookey,grookey,,"[""Grass""]",grookey,complete,True,"[""gen8""]",
,Grotle,grotle,,"[""Grass""]",grotle,complete,True,"[""gen8""]",
,Groudon,groudon,,"[""Ground""]",groudon,complete,True,"[""gen8""]",
,Grovyle,grovyle,,"[""Grass""]",grovyle,complete,True,"[""gen8""]",
,Growlithe,growlithe,,"[""Fire""]",growlithe,complete,True,"[""gen8""]",
,Grubbin,grubbin,,"[""Bug""]",grubbin,complete,True,"[""gen8""]",
,Grumpig,grumpig,,"[""Psychic""]",grumpig,complete,True,"[""gen8""]",
,Gulpin,gulpin,,"[""Poison""]",gulpin,complete,True,"[""gen8""]",
,Gumshoos,gumshoos,,"[""Normal""]",gumshoos,complete,True,"[""gen8""]",
,Gurdurr,gurdurr,,"[""Fighting""]",gurdurr,complete,True,"[""gen8""]",
,Guzzlord,guzzlord,,"[""Dark"",""Dragon""]",guzzlord,complete,True,"[""gen8""]",
,Gyarados,gyarados,,"[""Water"",""Flying""]",gyarados,complete,True,"[""gen8""]",
,HOOPA Confined,hoopaconfined,,"[""Psychic"",""Ghost""]",hoopa-confined,complete,True,"[""gen8""]",
,HOOPA Unbound,hoopaunbound,,"[""Psychic"",""Dark""]",hoopa-unbound,complete,True,"[""gen8""]",
,Hakamo-O,hakamoo,,"[""Dragon"",""Fighting""]",hakamo-o,complete,True,"[""gen8""]",
,Happiny,happiny,,"[""Normal""]",happiny,complete,True,"[""gen8""]",
,Hariyama,hariyama,,"[""Fighting""]",hariyama,complete,True,"[""gen8""]",
,Hatenna,hatenna,,"[""Psychic""]",hatenna,complete,True,"[""gen8""]",
,Hatterene,hatterene,,"[""Psychic"",""Fairy""]",hatterene,complete,True,"[""gen8""]",
,Hattrem,hattrem,,"[""Psychic""]",hattrem,complete,True,"[""gen8""]",
,Haunter,haunter,,"[""Ghost"",""Poison""]",haunter,complete,True,"[""gen8""]",
,Hawlucha,hawlucha,,"[""Fighting"",""Flying""]",hawlucha,complete,True,"[""gen8""]",
,Haxorus,haxorus,,"[""Dragon""]",haxorus,complete,True,"[""gen8""]",
,Heatmor,heatmor,,"[""Fire""]",heatmor,complete,True,"[""gen8""]",
,Heatran,heatran,,"[""Fire"",""Steel""]",heatran,complete,True,"[""gen8""]",
,Heliolisk,heliolisk,,"[""Electric"",""Normal""]",heliolisk,complete,True,"[""gen8""]",
,Helioptile,helioptile,,"[""Electric"",""Normal""]",helioptile,complete,True,"[""gen8""]",
,Heracross,heracross,,"[""Bug"",""Fighting""]",heracross,complete,True,"[""gen8""]",
,Herdier,herdier,,"[""Normal""]",herdier,complete,True,"[""gen8""]",
,Hippopotas,hippopotas,,"[""Ground""]",hippopotas,complete,True,"[""gen8""]",
,Hippowdon,hippowdon,,"[""Ground""]",hippowdon,complete,True,"[""gen8""]",
,Hitmonchan,hitmonchan,,"[""Fighting""]",hitmonchan,complete,True,"[""gen8""]",
,Hitmonlee,hitmonlee,,"[""Fighting""]",hitmonlee,complete,True,"[""gen8""]",
,Hitmontop,hitmontop,,"[""Fighting""]",hitmontop,complete,True,"[""gen8""]",
,Ho-Oh,hooh,,"[""Fire"",""Flying""]",ho-oh,complete,True,"[""gen8""]",
,Honchkrow,honchkrow,,"[""Dark"",""Flying""]",honchkrow,complete,True,"[""gen8""]",
,Honedge,honedge,,"[""Steel"",""Ghost""]",honedge,complete,True,"[""gen8""]",
,Hoothoot,hoothoot,,"[""Normal"",""Flying""]",hoothoot,complete,True,"[""gen8""]",
,Hoppip,hoppip,,"[""Grass"",""Flying""]",hoppip,complete,True,"[""gen8""]",
,Horsea,horsea,,"[""Water""]",horsea,complete,True,"[""gen8""]",
,Houndoom,houndoom,,"[""Dark"",""Fire""]",houndoom,complete,True,"[""gen8""]",
,Houndour,houndour,,"[""Dark"",""Fire""]",houndour,complete,True,"[""gen8""]",
,Huntail,huntail,,"[""Water""]",huntail,complete,True,"[""gen8""]",
,Hydreigon,hydreigon,,"[""Dark"",""Dragon""]",hydreigon,complete,True,"[""gen8""]",
,Hypno,hypno,,"[""Psychic""]",hypno,complete,True,"[""gen8""]",
,INDEEDEE Female,indeedeefemale,,"[""Psychic"",""Normal""]",indeedee-female,complete,True,"[""gen8""]",
,INDEEDEE Male,indeedeemale,,"[""Psychic"",""Normal""]",indeedee-male,complete,True,"[""gen8""]",
,Igglybuff,igglybuff,,"[""Normal"",""Fairy""]",igglybuff,complete,True,"[""gen8""]",
,Illumise,illumise,,"[""Bug""]",illumise,complete,True,"[""gen8""]",
,Impidimp,impidimp,,"[""Dark"",""Fairy""]",impidimp,complete,True,"[""gen8""]",
